Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player_link
2014-15,28,MIN,NBA,PF,17,0,12.6,1.1,2.6,.432,0.0,0.0,,1.1,2.6,.432,.432,1.3,2.2,.579,1.4,3.2,4.5,0.9,0.2,0.5,0.5,1.8,3.5,https://www.basketball-reference.com/players/a/adrieje01.html
2007-08,22,DET,NBA,SG,75,9,12.9,1.3,3.2,.411,0.1,0.6,.208,1.2,2.6,.461,.432,0.9,1.2,.782,0.5,1.3,1.8,0.7,0.4,0.1,0.5,1.1,3.7,https://www.basketball-reference.com/players/a/afflaar01.html
2008-09,23,DET,NBA,SG,74,8,16.7,1.8,4.1,.437,0.6,1.4,.402,1.2,2.6,.456,.508,0.8,1.0,.817,0.4,1.4,1.8,0.6,0.4,0.2,0.6,1.9,4.9,https://www.basketball-reference.com/players/a/afflaar01.html
2009-10,24,DEN,NBA,SG,82,75,27.1,3.3,7.1,.465,1.3,3.0,.434,2.0,4.1,.488,.557,0.9,1.2,.735,0.7,2.4,3.1,1.7,0.6,0.4,0.9,2.7,8.8,https://www.basketball-reference.com/players/a/afflaar01.html
2010-11,25,DEN,NBA,SG,69,69,33.7,4.5,9.1,.498,1.5,3.6,.423,3.0,5.5,.546,.581,2.0,2.4,.847,0.7,3.0,3.6,2.4,0.5,0.4,1.0,2.2,12.6,https://www.basketball-reference.com/players/a/afflaar01.html
2011-12,26,DEN,NBA,SG,62,62,33.6,5.3,11.3,.471,1.4,3.6,.398,3.9,7.7,.504,.534,3.2,4.0,.798,0.6,2.5,3.2,2.4,0.6,0.2,1.4,2.2,15.2,https://www.basketball-reference.com/players/a/afflaar01.html
2012-13,27,ORL,NBA,SF,64,64,36.0,6.2,14.1,.439,1.1,3.8,.300,5.1,10.4,.489,.478,3.0,3.5,.857,0.5,3.3,3.7,3.2,0.6,0.2,2.2,2.1,16.5,https://www.basketball-reference.com/players/a/afflaar01.html
2013-14,28,ORL,NBA,SG,73,73,35.0,6.4,13.8,.459,1.8,4.1,.427,4.6,9.7,.473,.522,3.8,4.6,.815,0.4,3.2,3.6,3.4,0.5,0.0,2.0,1.9,18.2,https://www.basketball-reference.com/players/a/afflaar01.html
2014-15,29,TOT,NBA,SG,78,72,32.1,4.8,11.3,.424,1.5,4.3,.354,3.3,7.1,.466,.491,2.1,2.5,.843,0.3,2.8,3.2,1.7,0.5,0.1,1.5,2.1,13.3,https://www.basketball-reference.com/players/a/afflaar01.html
2014-15,29,DEN,NBA,SG,53,53,33.0,5.3,12.4,.428,1.5,4.6,.337,3.8,7.8,.481,.490,2.4,2.8,.841,0.4,3.0,3.4,1.9,0.6,0.1,1.6,2.0,14.5,https://www.basketball-reference.com/players/a/afflaar01.html
2014-15,29,POR,NBA,SG,25,19,30.1,3.8,9.1,.414,1.4,3.6,.400,2.3,5.5,.423,.493,1.6,1.9,.851,0.2,2.4,2.7,1.1,0.4,0.1,1.3,2.4,10.6,https://www.basketball-reference.com/players/a/afflaar01.html
2015-16,30,NYK,NBA,SG,71,57,33.4,5.0,11.3,.443,1.3,3.4,.382,3.7,7.9,.469,.500,1.5,1.8,.840,0.3,3.4,3.7,2.0,0.4,0.1,1.2,2.0,12.8,https://www.basketball-reference.com/players/a/afflaar01.html
2016-17,31,SAC,NBA,SG,61,45,25.9,3.0,6.9,.440,1.0,2.5,.411,2.0,4.4,.457,.514,1.4,1.5,.892,0.1,1.9,2.0,1.3,0.3,0.1,0.7,1.7,8.4,https://www.basketball-reference.com/players/a/afflaar01.html
2017-18,32,ORL,NBA,SG,53,3,12.9,1.2,3.1,.401,0.5,1.3,.386,0.7,1.7,.413,.485,0.4,0.5,.846,0.1,1.2,1.2,0.6,0.1,0.2,0.4,1.1,3.4,https://www.basketball-reference.com/players/a/afflaar01.html
2006-07,22,DAL,NBA,SG,32,1,6.7,0.7,2.2,.314,0.2,0.5,.333,0.5,1.7,.309,.350,0.6,1.0,.606,0.0,0.6,0.7,0.2,0.1,0.1,0.5,0.8,2.2,https://www.basketball-reference.com/players/a/agerma01.html
2007-08,23,TOT,NBA,SG,26,3,6.3,0.8,2.5,.323,0.1,0.7,.158,0.7,1.8,.391,.346,0.2,0.5,.500,0.2,0.3,0.5,0.3,0.0,0.0,0.2,0.7,2.0,https://www.basketball-reference.com/players/a/agerma01.html
2007-08,23,DAL,NBA,SG,12,3,6.4,0.4,2.3,.185,0.0,0.7,.000,0.4,1.6,.263,.185,0.4,0.5,.833,0.1,0.3,0.3,0.3,0.0,0.1,0.3,0.9,1.3,https://www.basketball-reference.com/players/a/agerma01.html
2007-08,23,NJN,NBA,SG,14,0,6.3,1.1,2.7,.421,0.2,0.8,.273,0.9,1.9,.481,.461,0.1,0.4,.167,0.2,0.4,0.6,0.3,0.0,0.0,0.2,0.4,2.6,https://www.basketball-reference.com/players/a/agerma01.html
2008-09,24,NJN,NBA,SG,20,0,4.9,0.8,2.2,.349,0.0,0.3,.000,0.8,1.9,.405,.349,0.2,0.4,.500,0.2,0.4,0.5,0.2,0.1,0.1,0.2,0.9,1.7,https://www.basketball-reference.com/players/a/agerma01.html
2010-11,26,MIN,NBA,SG,4,0,7.3,1.5,2.8,.545,0.8,1.0,.750,0.8,1.8,.429,.682,0.0,0.0,,0.0,0.5,0.5,0.3,0.3,0.0,1.0,1.0,3.8,https://www.basketball-reference.com/players/a/agerma01.html
2007-08,23,MIA,NBA,PG,12,0,14.8,1.3,4.8,.263,0.8,2.8,.294,0.4,1.9,.217,.351,2.5,2.6,.968,0.1,1.5,1.6,1.6,0.5,0.0,1.3,1.7,5.8,https://www.basketball-reference.com/players/a/ahearbl01.html
2008-09,24,SAS,NBA,PG,3,0,6.3,0.7,2.0,.333,0.7,1.3,.500,0.0,0.7,.000,.500,0.7,0.7,1.000,0.0,0.3,0.3,0.7,0.3,0.0,0.3,1.0,2.7,https://www.basketball-reference.com/players/a/ahearbl01.html
2011-12,27,UTA,NBA,PG,4,0,7.5,1.0,3.5,.286,0.5,2.3,.222,0.5,1.3,.400,.357,0.0,0.0,,0.0,0.5,0.5,0.3,0.0,0.0,1.3,1.0,2.5,https://www.basketball-reference.com/players/a/ahearbl01.html
2008-09,20,CHA,NBA,PF,31,4,5.9,0.8,2.2,.362,0.0,0.1,.000,0.8,2.2,.373,.362,0.6,0.9,.714,0.3,0.7,1.0,0.1,0.2,0.2,0.4,1.1,2.3,https://www.basketball-reference.com/players/a/ajincal01.html
2009-10,21,CHA,NBA,C,6,0,5.0,0.8,1.7,.500,0.0,0.0,,0.8,1.7,.500,.500,0.0,0.2,.000,0.2,0.5,0.7,0.0,0.2,0.2,0.3,0.8,1.7,https://www.basketball-reference.com/players/a/ajincal01.html
2010-11,22,TOT,NBA,C,34,2,10.0,1.7,3.9,.444,0.4,1.0,.353,1.4,2.9,.475,.489,0.4,0.5,.722,0.5,1.8,2.3,0.3,0.3,0.6,0.5,2.1,4.2,https://www.basketball-reference.com/players/a/ajincal01.html
2010-11,22,DAL,NBA,C,10,2,7.5,1.2,3.2,.375,0.3,0.7,.429,0.9,2.5,.360,.422,0.2,0.3,.667,0.5,1.2,1.7,0.2,0.3,0.5,0.1,1.3,2.9,https://www.basketball-reference.com/players/a/ajincal01.html
2010-11,22,TOR,NBA,C,24,0,11.0,2.0,4.2,.465,0.4,1.1,.333,1.6,3.1,.514,.510,0.5,0.6,.733,0.5,2.0,2.5,0.3,0.3,0.6,0.7,2.5,4.8,https://www.basketball-reference.com/players/a/ajincal01.html
2013-14,25,NOP,NBA,C,56,30,17.0,2.4,4.4,.546,0.0,0.0,.000,2.4,4.4,.548,.546,1.0,1.2,.836,1.7,3.3,4.9,0.7,0.4,0.8,1.1,3.3,5.9,https://www.basketball-reference.com/players/a/ajincal01.html
2014-15,26,NOP,NBA,C,68,8,14.1,2.7,4.8,.550,0.0,0.0,,2.7,4.8,.550,.550,1.2,1.5,.818,1.5,3.1,4.6,0.7,0.3,0.8,1.0,2.2,6.5,https://www.basketball-reference.com/players/a/ajincal01.html
2015-16,27,NOP,NBA,C,59,17,14.6,2.5,5.3,.476,0.0,0.0,.000,2.5,5.3,.478,.476,0.9,1.1,.839,1.3,3.3,4.6,0.5,0.3,0.6,0.9,2.3,6.0,https://www.basketball-reference.com/players/a/ajincal01.html
2016-17,28,NOP,NBA,C,39,15,15.0,2.3,4.6,.500,0.0,0.1,.000,2.3,4.5,.511,.500,0.7,1.0,.725,1.2,3.4,4.5,0.3,0.5,0.6,0.8,2.0,5.3,https://www.basketball-reference.com/players/a/ajincal01.html
2012-13,26,DAL,NBA,PG,3,0,3.0,0.7,1.3,.500,0.3,0.7,.500,0.3,0.7,.500,.625,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,1.0,1.7,https://www.basketball-reference.com/players/a/akognjo01.html
2018-19,25,DEN,NBA,SG,7,0,3.1,0.4,1.4,.300,0.0,0.6,.000,0.4,0.9,.500,.300,0.1,0.3,.500,0.1,0.4,0.6,0.9,0.3,0.0,0.3,0.6,1.0,https://www.basketball-reference.com/players/a/akoonde01.html
2010-11,22,TOR,NBA,C,12,0,4.9,0.3,1.3,.200,0.0,0.0,,0.3,1.3,.200,.200,0.0,0.2,.000,0.6,0.6,1.2,0.2,0.2,0.2,0.3,0.4,0.5,https://www.basketball-reference.com/players/a/alabiso01.html
2011-12,23,TOR,NBA,C,14,0,8.7,0.9,2.6,.361,0.0,0.0,,0.9,2.6,.361,.361,0.5,0.6,.875,1.1,2.3,3.4,0.2,0.1,0.6,0.4,0.8,2.4,https://www.basketball-reference.com/players/a/alabiso01.html
2014-15,23,PHI,NBA,PF,41,9,13.2,1.0,1.9,.513,0.0,0.1,.000,1.0,1.8,.548,.513,0.3,0.7,.481,1.9,2.4,4.3,0.7,0.4,0.4,0.4,2.3,2.3,https://www.basketball-reference.com/players/a/aldemfu01.html
2010-11,22,OKC,NBA,C,18,0,7.9,0.4,0.8,.533,0.0,0.0,,0.4,0.8,.533,.533,0.1,0.2,.500,0.7,1.2,1.9,0.2,0.3,0.4,0.4,1.7,1.0,https://www.basketball-reference.com/players/a/aldrico01.html
2011-12,23,OKC,NBA,C,26,0,6.7,0.8,1.6,.524,0.0,0.0,,0.8,1.6,.524,.524,0.5,0.5,.929,0.5,1.3,1.8,0.1,0.3,0.6,0.3,0.8,2.2,https://www.basketball-reference.com/players/a/aldrico01.html
2012-13,24,TOT,NBA,C,45,0,8.6,1.0,1.8,.550,0.0,0.0,,1.0,1.8,.550,.550,0.3,0.4,.600,0.7,2.0,2.7,0.2,0.1,0.5,0.5,1.3,2.2,https://www.basketball-reference.com/players/a/aldrico01.html
2012-13,24,HOU,NBA,C,30,0,7.1,0.8,1.4,.535,0.0,0.0,,0.8,1.4,.535,.535,0.1,0.3,.444,0.4,1.5,1.9,0.2,0.1,0.3,0.5,1.4,1.7,https://www.basketball-reference.com/players/a/aldrico01.html
2012-13,24,SAC,NBA,C,15,0,11.7,1.4,2.5,.568,0.0,0.0,,1.4,2.5,.568,.568,0.5,0.7,.727,1.2,3.0,4.2,0.2,0.1,0.9,0.6,1.3,3.3,https://www.basketball-reference.com/players/a/aldrico01.html
2013-14,25,NYK,NBA,C,46,2,7.2,0.7,1.3,.541,0.0,0.0,,0.7,1.3,.541,.541,0.6,0.7,.867,0.8,2.0,2.8,0.3,0.2,0.7,0.4,0.9,2.0,https://www.basketball-reference.com/players/a/aldrico01.html
2014-15,26,NYK,NBA,C,61,16,16.0,2.4,4.9,.478,0.0,0.0,,2.4,4.9,.478,.478,0.8,1.0,.781,1.7,3.9,5.5,1.2,0.6,1.1,1.0,2.0,5.5,https://www.basketball-reference.com/players/a/aldrico01.html
2015-16,27,LAC,NBA,C,60,5,13.3,2.2,3.8,.596,0.0,0.0,,2.2,3.8,.596,.596,1.0,1.4,.714,1.4,3.4,4.8,0.8,0.8,1.1,1.1,2.3,5.5,https://www.basketball-reference.com/players/a/aldrico01.html
2016-17,28,MIN,NBA,C,62,0,8.6,0.7,1.4,.523,0.0,0.0,,0.7,1.4,.523,.523,0.2,0.4,.682,0.8,1.7,2.5,0.4,0.4,0.4,0.3,1.4,1.7,https://www.basketball-reference.com/players/a/aldrico01.html
2017-18,29,MIN,NBA,C,21,0,2.3,0.2,0.7,.333,0.0,0.0,,0.2,0.7,.333,.333,0.1,0.3,.333,0.1,0.6,0.7,0.1,0.1,0.0,0.0,0.5,0.6,https://www.basketball-reference.com/players/a/aldrico01.html
2006-07,21,POR,NBA,C,63,22,22.1,3.8,7.6,.503,0.0,0.0,.000,3.8,7.6,.505,.503,1.3,1.8,.722,2.3,2.7,5.0,0.4,0.3,1.2,0.7,3.0,9.0,https://www.basketball-reference.com/players/a/aldrila01.html
2007-08,22,POR,NBA,PF,76,76,34.9,7.4,15.3,.484,0.0,0.1,.143,7.4,15.2,.486,.484,3.0,3.9,.762,2.9,4.7,7.6,1.6,0.7,1.2,1.7,3.2,17.8,https://www.basketball-reference.com/players/a/aldrila01.html
2008-09,23,POR,NBA,PF,81,81,37.1,7.4,15.3,.484,0.1,0.3,.250,7.3,15.0,.489,.486,3.2,4.1,.781,2.9,4.6,7.5,1.9,1.0,1.0,1.5,2.6,18.1,https://www.basketball-reference.com/players/a/aldrila01.html
2009-10,24,POR,NBA,PF,78,78,37.5,7.4,15.0,.495,0.1,0.2,.313,7.4,14.8,.498,.497,2.9,3.9,.757,2.5,5.6,8.0,2.1,0.9,0.6,1.3,3.0,17.9,https://www.basketball-reference.com/players/a/aldrila01.html
2010-11,25,POR,NBA,PF,81,81,39.6,8.7,17.5,.500,0.0,0.3,.174,8.7,17.2,.505,.501,4.3,5.5,.791,3.4,5.3,8.8,2.1,1.0,1.2,1.9,2.7,21.8,https://www.basketball-reference.com/players/a/aldrila01.html
2011-12,26,POR,NBA,PF,55,55,36.3,8.8,17.1,.512,0.0,0.2,.182,8.7,16.9,.516,.513,4.1,5.0,.814,2.7,5.3,8.0,2.4,0.9,0.8,2.0,2.8,21.7,https://www.basketball-reference.com/players/a/aldrila01.html
2012-13,27,POR,NBA,PF,74,74,37.7,8.6,17.8,.484,0.0,0.2,.143,8.6,17.6,.488,.485,3.8,4.7,.810,2.4,6.7,9.1,2.6,0.8,1.2,1.9,2.5,21.1,https://www.basketball-reference.com/players/a/aldrila01.html
2013-14,28,POR,NBA,PF,69,69,36.2,9.4,20.6,.458,0.0,0.2,.200,9.4,20.4,.461,.459,4.3,5.2,.822,2.4,8.7,11.1,2.6,0.9,1.0,1.8,2.1,23.2,https://www.basketball-reference.com/players/a/aldrila01.html
2014-15,29,POR,NBA,PF,71,71,35.4,9.3,19.9,.466,0.5,1.5,.352,8.8,18.5,.475,.479,4.3,5.1,.845,2.5,7.7,10.2,1.7,0.7,1.0,1.7,1.8,23.4,https://www.basketball-reference.com/players/a/aldrila01.html
2015-16,30,SAS,NBA,PF,74,74,30.6,7.2,14.1,.513,0.0,0.2,.000,7.2,13.9,.521,.513,3.5,4.1,.858,2.4,6.2,8.5,1.5,0.5,1.1,1.3,2.0,18.0,https://www.basketball-reference.com/players/a/aldrila01.html
2016-17,31,SAS,NBA,PF,72,72,32.4,6.9,14.6,.477,0.3,0.8,.411,6.6,13.8,.480,.488,3.1,3.8,.812,2.4,4.9,7.3,1.9,0.6,1.2,1.4,2.2,17.3,https://www.basketball-reference.com/players/a/aldrila01.html
2017-18,32,SAS,NBA,C,75,75,33.5,9.2,18.0,.510,0.4,1.2,.293,8.8,16.7,.526,.520,4.5,5.3,.837,3.3,5.2,8.5,2.0,0.6,1.2,1.5,2.1,23.1,https://www.basketball-reference.com/players/a/aldrila01.html
2018-19,33,SAS,NBA,C,81,81,33.2,8.4,16.3,.519,0.1,0.5,.238,8.3,15.8,.528,.522,4.3,5.1,.847,3.1,6.1,9.2,2.4,0.5,1.3,1.8,2.2,21.3,https://www.basketball-reference.com/players/a/aldrila01.html
2019-20,34,SAS,NBA,C,53,53,33.1,7.4,15.0,.493,1.2,3.0,.389,6.2,12.0,.519,.532,3.0,3.6,.827,1.9,5.5,7.4,2.4,0.7,1.6,1.4,2.4,18.9,https://www.basketball-reference.com/players/a/aldrila01.html
2015-16,20,POR,NBA,PF,8,0,4.5,0.6,1.3,.500,0.0,0.0,,0.6,1.3,.500,.500,0.0,0.0,,0.3,0.5,0.8,0.0,0.1,0.3,0.1,0.1,1.3,https://www.basketball-reference.com/players/a/alexacl01.html
2008-09,22,MIL,NBA,SF,59,0,12.1,1.7,4.2,.416,0.3,0.8,.348,1.5,3.4,.432,.449,1.0,1.4,.699,0.7,1.2,1.9,0.7,0.3,0.5,0.9,1.8,4.7,https://www.basketball-reference.com/players/a/alexajo01.html
2009-10,23,CHI,NBA,SF,8,0,3.6,0.1,0.8,.167,0.0,0.1,.000,0.1,0.6,.200,.167,0.3,0.4,.667,0.3,0.4,0.6,0.3,0.1,0.1,0.0,1.1,0.5,https://www.basketball-reference.com/players/a/alexajo01.html
2019-20,23,MIA,NBA,C,2,0,6.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,1.0,0.5,1.5,0.0,0.0,0.0,0.5,0.5,1.0,https://www.basketball-reference.com/players/a/alexaky01.html
2019-20,21,NOP,NBA,SG,47,1,12.6,2.1,5.7,.368,1.0,2.8,.346,1.1,2.8,.391,.455,0.5,0.8,.676,0.2,1.6,1.8,1.9,0.4,0.2,1.1,1.2,5.7,https://www.basketball-reference.com/players/a/alexani01.html
2018-19,21,CHI,NBA,SG,10,1,12.0,1.3,3.9,.333,0.3,1.2,.250,1.0,2.7,.370,.372,0.8,1.2,.667,1.1,1.5,2.6,1.3,0.1,0.0,0.8,0.7,3.7,https://www.basketball-reference.com/players/a/alkinra01.html
2018-19,23,UTA,NBA,SG,38,2,10.9,1.8,4.7,.376,0.8,2.6,.323,0.9,2.1,.443,.466,1.2,1.6,.750,0.1,0.5,0.6,0.7,0.2,0.2,0.9,1.2,5.6,https://www.basketball-reference.com/players/a/allengr01.html
2019-20,24,MEM,NBA,SG,38,0,18.9,3.1,6.6,.466,1.5,3.7,.404,1.6,2.9,.545,.580,1.0,1.2,.867,0.2,2.0,2.2,1.4,0.3,0.1,0.9,1.4,8.7,https://www.basketball-reference.com/players/a/allengr01.html
2017-18,19,BRK,NBA,C,72,31,20.0,3.3,5.5,.589,0.1,0.2,.333,3.2,5.3,.599,.596,1.6,2.0,.776,2.0,3.4,5.4,0.7,0.4,1.2,1.1,2.0,8.2,https://www.basketball-reference.com/players/a/allenja01.html
2018-19,20,BRK,NBA,C,80,80,26.2,4.2,7.1,.590,0.1,0.6,.133,4.1,6.5,.629,.595,2.5,3.5,.709,2.4,6.0,8.4,1.4,0.5,1.5,1.3,2.3,10.9,https://www.basketball-reference.com/players/a/allenja01.html
2019-20,21,BRK,NBA,C,70,64,26.5,4.3,6.6,.649,0.0,0.1,.000,4.3,6.6,.658,.649,2.4,3.9,.633,3.1,6.5,9.6,1.6,0.6,1.3,1.1,2.3,11.1,https://www.basketball-reference.com/players/a/allenja01.html
2017-18,25,BOS,NBA,PG,18,1,5.9,0.3,1.2,.273,0.0,0.6,.000,0.3,0.6,.545,.273,0.4,0.5,.778,0.2,0.4,0.6,0.7,0.2,0.1,0.5,0.8,1.1,https://www.basketball-reference.com/players/a/allenka01.html
2018-19,26,NYK,NBA,PG,19,1,21.9,3.4,7.4,.461,0.9,1.9,.472,2.5,5.5,.457,.521,2.2,2.8,.778,0.4,2.3,2.7,4.0,0.8,0.2,1.4,2.4,9.9,https://www.basketball-reference.com/players/a/allenka01.html
2019-20,27,NYK,NBA,PG,10,0,11.7,1.9,4.4,.432,0.5,1.6,.313,1.4,2.8,.500,.489,0.7,1.1,.636,0.2,0.7,0.9,2.1,0.5,0.2,0.8,0.7,5.0,https://www.basketball-reference.com/players/a/allenka01.html
2011-12,22,PHI,NBA,PF,41,15,15.2,1.9,4.1,.473,0.0,0.0,,1.9,4.1,.473,.473,0.3,0.3,.786,1.1,3.0,4.2,0.8,0.3,0.4,0.5,1.8,4.1,https://www.basketball-reference.com/players/a/allenla01.html
2012-13,23,PHI,NBA,C,79,37,21.1,2.6,5.7,.454,0.0,0.0,.000,2.6,5.7,.455,.454,0.5,0.8,.717,2.0,3.0,5.0,0.9,0.3,0.7,0.7,2.3,5.8,https://www.basketball-reference.com/players/a/allenla01.html
2013-14,24,TOT,NBA,PF,65,2,16.5,2.1,4.6,.447,0.0,0.2,.154,2.0,4.4,.460,.450,0.5,0.8,.660,1.8,3.0,4.8,1.1,0.4,0.5,0.7,1.9,4.7,https://www.basketball-reference.com/players/a/allenla01.html
2013-14,24,PHI,NBA,PF,51,2,18.8,2.3,5.2,.440,0.0,0.3,.154,2.3,5.0,.455,.444,0.5,0.8,.675,2.1,3.4,5.4,1.3,0.4,0.5,0.8,2.3,5.2,https://www.basketball-reference.com/players/a/allenla01.html
2013-14,24,IND,NBA,PF,14,0,8.0,1.2,2.4,.500,0.0,0.0,,1.2,2.4,.500,.500,0.4,0.7,.600,0.9,1.5,2.4,0.4,0.1,0.4,0.3,0.8,2.9,https://www.basketball-reference.com/players/a/allenla01.html
2014-15,25,IND,NBA,C,63,0,17.0,2.2,4.7,.472,0.0,0.0,,2.2,4.7,.472,.472,0.5,0.7,.702,2.0,3.2,5.1,1.2,0.2,0.7,0.6,1.6,5.0,https://www.basketball-reference.com/players/a/allenla01.html
2015-16,26,IND,NBA,PF,79,28,20.2,2.4,4.7,.516,0.0,0.0,,2.4,4.7,.516,.516,0.6,0.9,.630,2.1,3.3,5.4,1.0,0.3,0.5,0.9,1.9,5.4,https://www.basketball-reference.com/players/a/allenla01.html
2016-17,27,IND,NBA,PF,61,5,14.3,1.3,2.8,.458,0.0,0.0,.000,1.3,2.7,.461,.458,0.4,0.5,.697,1.7,1.9,3.6,0.9,0.3,0.4,0.5,1.3,2.9,https://www.basketball-reference.com/players/a/allenla01.html
2004-05,23,BOS,NBA,SG,77,34,16.4,2.4,5.0,.475,0.2,0.4,.387,2.2,4.6,.483,.491,1.5,2.0,.737,1.1,1.8,2.9,0.8,1.0,0.3,1.0,2.0,6.4,https://www.basketball-reference.com/players/a/allento01.html
2005-06,24,BOS,NBA,PG,51,9,19.2,2.5,5.4,.471,0.2,0.7,.324,2.3,4.7,.492,.491,2.0,2.6,.746,0.6,1.5,2.2,1.3,1.0,0.4,1.3,2.5,7.2,https://www.basketball-reference.com/players/a/allento01.html
2006-07,25,BOS,NBA,SG,33,18,24.4,4.0,7.8,.514,0.2,1.0,.242,3.8,6.8,.553,.529,3.2,4.1,.784,1.1,2.7,3.8,1.7,1.5,0.4,2.3,2.6,11.5,https://www.basketball-reference.com/players/a/allento01.html
2007-08,26,BOS,NBA,SG,75,11,18.3,2.3,5.2,.434,0.2,0.8,.316,2.0,4.4,.455,.458,1.8,2.4,.762,0.5,1.8,2.2,1.5,0.8,0.3,1.5,2.2,6.6,https://www.basketball-reference.com/players/a/allento01.html
2008-09,27,BOS,NBA,SG,46,2,19.3,3.0,6.2,.482,0.1,0.6,.222,2.8,5.6,.510,.493,1.7,2.4,.725,0.5,1.8,2.3,1.4,1.2,0.5,1.7,2.1,7.8,https://www.basketball-reference.com/players/a/allento01.html
2009-10,28,BOS,NBA,SG,54,8,16.5,2.4,4.7,.510,0.0,0.1,.000,2.4,4.6,.520,.510,1.3,2.2,.605,1.0,1.7,2.7,1.3,1.1,0.4,1.2,2.0,6.1,https://www.basketball-reference.com/players/a/allento01.html
2010-11,29,MEM,NBA,SG,72,31,20.8,3.5,6.8,.510,0.1,0.3,.174,3.4,6.5,.527,.514,1.9,2.5,.753,1.0,1.7,2.7,1.4,1.8,0.6,1.2,2.2,8.9,https://www.basketball-reference.com/players/a/allento01.html
2011-12,30,MEM,NBA,SG,58,57,26.3,3.6,7.7,.469,0.1,0.4,.308,3.5,7.3,.479,.478,2.4,3.0,.800,1.7,2.3,4.0,1.4,1.8,0.6,1.6,2.4,9.8,https://www.basketball-reference.com/players/a/allento01.html
2012-13,31,MEM,NBA,SG,79,79,26.7,3.6,8.1,.445,0.0,0.3,.125,3.6,7.8,.458,.447,1.7,2.4,.717,1.5,3.1,4.6,1.2,1.5,0.6,1.2,2.7,8.9,https://www.basketball-reference.com/players/a/allento01.html
2013-14,32,MEM,NBA,SG,55,28,23.2,3.7,7.5,.494,0.2,0.9,.234,3.5,6.7,.527,.507,1.4,2.2,.628,1.4,2.3,3.8,1.7,1.6,0.3,1.6,2.2,9.0,https://www.basketball-reference.com/players/a/allento01.html
2014-15,33,MEM,NBA,SG,63,41,26.2,3.6,7.2,.495,0.2,0.5,.345,3.4,6.8,.505,.505,1.3,2.0,.627,1.6,2.8,4.4,1.4,2.0,0.5,1.4,2.6,8.6,https://www.basketball-reference.com/players/a/allento01.html
2015-16,34,MEM,NBA,SG,64,57,25.3,3.4,7.3,.458,0.2,0.7,.357,3.1,6.7,.468,.474,1.4,2.2,.652,1.6,3.0,4.6,1.1,1.7,0.3,1.2,2.7,8.4,https://www.basketball-reference.com/players/a/allento01.html
2016-17,35,MEM,NBA,SG,71,66,27.0,3.9,8.4,.461,0.2,0.8,.278,3.6,7.6,.479,.473,1.1,1.8,.615,2.3,3.2,5.5,1.4,1.6,0.4,1.4,2.5,9.1,https://www.basketball-reference.com/players/a/allento01.html
2017-18,36,NOP,NBA,SF,22,0,12.4,2.0,4.1,.484,0.2,0.5,.333,1.8,3.6,.506,.505,0.5,1.0,.524,0.9,1.2,2.1,0.4,0.5,0.1,0.9,2.2,4.7,https://www.basketball-reference.com/players/a/allento01.html
2007-08,26,CLE,NBA,C,3,0,3.3,0.3,1.3,.250,0.0,0.0,,0.3,1.3,.250,.250,0.3,0.7,.500,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0,https://www.basketball-reference.com/players/a/allrela01.html
2007-08,22,UTA,NBA,SG,9,0,4.3,0.4,1.7,.267,0.1,0.4,.250,0.3,1.2,.273,.300,0.4,0.7,.667,0.0,0.2,0.2,0.3,0.1,0.0,0.2,0.6,1.4,https://www.basketball-reference.com/players/a/almonmo01.html
2008-09,23,UTA,NBA,SG,25,1,10.2,1.3,3.2,.407,0.2,0.7,.294,1.1,2.6,.438,.438,0.8,1.0,.808,0.4,1.1,1.4,0.3,0.2,0.2,0.6,1.2,3.7,https://www.basketball-reference.com/players/a/almonmo01.html
2011-12,26,WAS,NBA,SG,4,0,16.8,1.5,4.3,.353,0.3,0.8,.333,1.3,3.5,.357,.382,0.3,0.8,.333,0.3,1.8,2.0,0.5,1.8,0.0,0.3,1.5,3.5,https://www.basketball-reference.com/players/a/almonmo01.html
2010-11,20,LAC,NBA,SF,81,14,17.9,2.0,5.0,.394,0.6,1.8,.315,1.4,3.2,.437,.450,1.1,1.5,.773,0.9,2.4,3.3,0.7,0.7,0.3,1.3,1.5,5.6,https://www.basketball-reference.com/players/a/aminual01.html
2011-12,21,NOH,NBA,SF,66,21,22.4,2.3,5.5,.411,0.2,0.7,.277,2.1,4.8,.431,.429,1.3,1.7,.754,1.4,3.2,4.7,1.0,0.9,0.5,1.4,2.1,6.0,https://www.basketball-reference.com/players/a/aminual01.html
2012-13,22,NOH,NBA,SF,76,71,27.2,3.0,6.2,.475,0.1,0.3,.211,2.9,6.0,.486,.479,1.3,1.8,.737,1.8,5.9,7.7,1.4,1.2,0.7,1.5,2.0,7.3,https://www.basketball-reference.com/players/a/aminual01.html
