Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player_link, ,Trp Dbl
2012-13,25,DEN,NBA,C,6,2,112,18,31,.581,0,0,,18,31,.581,.581,7,18,.389,17,14,31,0,4,6,11,17,43,https://www.basketball-reference.com/players/m/mcgeeja01.html,,
2015-16,28,DAL,NBA,C,2,0,14,1,2,.500,0,0,,1,2,.500,.500,2,6,.333,2,1,3,0,1,0,3,3,4,https://www.basketball-reference.com/players/m/mcgeeja01.html,,
2016-17,29,GSW,NBA,C,16,1,149,41,56,.732,0,0,,41,56,.732,.732,13,18,.722,22,26,48,4,2,15,8,31,95,https://www.basketball-reference.com/players/m/mcgeeja01.html,,
2017-18,30,GSW,NBA,C,13,9,158,39,58,.672,0,1,.000,39,57,.684,.672,6,9,.667,16,26,42,4,3,11,5,20,84,https://www.basketball-reference.com/players/m/mcgeeja01.html,,
2019-20,32,LAL,NBA,C,14,11,135,20,32,.625,0,2,.000,20,30,.667,.625,1,2,.500,16,28,44,7,2,10,9,22,41,https://www.basketball-reference.com/players/m/mcgeeja01.html,,
2017-18,26,MIA,NBA,SG,4,0,16,1,4,.250,0,2,.000,1,2,.500,.250,0,0,,0,4,4,0,0,0,0,3,2,https://www.basketball-reference.com/players/m/mcgruro01.html,,
2019-20,28,LAC,NBA,SG,5,0,16,3,5,.600,2,3,.667,1,2,.500,.800,0,0,,1,3,4,2,0,0,0,0,8,https://www.basketball-reference.com/players/m/mcgruro01.html,,
2007-08,22,WAS,NBA,SG,3,0,15,0,0,,0,0,,0,0,,,1,2,.500,1,2,3,1,1,1,0,1,1,https://www.basketball-reference.com/players/m/mcguido01.html,,
2018-19,26,GSW,NBA,SF,22,1,235,26,59,.441,10,32,.313,16,27,.593,.525,4,10,.400,17,33,50,4,2,1,6,32,66,https://www.basketball-reference.com/players/m/mckinal01.html,,
2019-20,26,HOU,NBA,SF,11,0,130,15,40,.375,14,36,.389,1,4,.250,.550,0,0,,2,9,11,6,4,0,3,8,44,https://www.basketball-reference.com/players/m/mclembe01.html,,
2015-16,24,CLE,NBA,PG,2,0,4,4,4,1.000,1,1,1.000,3,3,1.000,1.125,0,0,,0,2,2,0,0,0,0,0,9,https://www.basketball-reference.com/players/m/mcraejo01.html,,
2010-11,23,IND,NBA,PF,5,0,79,8,24,.333,0,1,.000,8,23,.348,.333,9,11,.818,8,10,18,6,4,1,5,17,25,https://www.basketball-reference.com/players/m/mcrobjo01.html,,
2011-12,24,LAL,NBA,PF,6,0,16,1,4,.250,0,1,.000,1,3,.333,.250,0,0,,0,4,4,1,0,1,2,1,2,https://www.basketball-reference.com/players/m/mcrobjo01.html,,
2013-14,26,CHA,NBA,PF,4,4,154,15,33,.455,8,17,.471,7,16,.438,.576,8,10,.800,1,26,27,15,4,1,6,13,46,https://www.basketball-reference.com/players/m/mcrobjo01.html,,
2015-16,28,MIA,NBA,PF,10,0,134,16,34,.471,0,7,.000,16,27,.593,.471,6,6,1.000,7,19,26,9,5,5,4,20,38,https://www.basketball-reference.com/players/m/mcrobjo01.html,,
2010-11,23,PHI,NBA,SG,5,5,125,13,31,.419,8,18,.444,5,13,.385,.548,5,6,.833,2,8,10,4,3,0,2,6,39,https://www.basketball-reference.com/players/m/meeksjo01.html,,
2011-12,24,PHI,NBA,SG,13,1,102,9,26,.346,3,13,.231,6,13,.462,.404,14,14,1.000,2,2,4,4,3,1,4,11,35,https://www.basketball-reference.com/players/m/meeksjo01.html,,
2012-13,25,LAL,NBA,SG,1,0,20,1,4,.250,0,2,.000,1,2,.500,.250,2,2,1.000,1,1,2,0,1,0,2,2,4,https://www.basketball-reference.com/players/m/meeksjo01.html,,
2015-16,28,DET,NBA,SG,1,0,2,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,0,0,2,https://www.basketball-reference.com/players/m/meeksjo01.html,,
2018-19,31,TOR,NBA,SG,14,0,66,9,29,.310,2,13,.154,7,16,.438,.345,2,3,.667,0,9,9,1,4,1,3,7,22,https://www.basketball-reference.com/players/m/meeksjo01.html,,
2015-16,29,DAL,NBA,C,4,1,76,7,10,.700,0,0,,7,10,.700,.700,5,12,.417,5,8,13,1,3,5,0,11,19,https://www.basketball-reference.com/players/m/mejrisa01.html,,
2015-16,21,BOS,NBA,PF,2,0,10,2,4,.500,0,0,,2,4,.500,.500,0,0,,1,1,2,2,0,1,0,0,4,https://www.basketball-reference.com/players/m/mickejo01.html,,
2016-17,22,BOS,NBA,PF,2,0,18,2,5,.400,0,0,,2,5,.400,.400,0,0,,0,5,5,0,0,1,1,3,4,https://www.basketball-reference.com/players/m/mickejo01.html,,
2014-15,23,MIL,NBA,SF,6,6,232,35,92,.380,11,34,.324,24,58,.414,.440,14,15,.933,7,15,22,12,14,3,10,14,95,https://www.basketball-reference.com/players/m/middlkh01.html,,
2016-17,25,MIL,NBA,SF,6,6,231,31,78,.397,7,19,.368,24,59,.407,.442,18,22,.818,0,28,28,32,12,0,11,17,87,https://www.basketball-reference.com/players/m/middlkh01.html,,
2017-18,26,MIL,NBA,SF,7,7,275,67,112,.598,25,41,.610,42,71,.592,.710,14,19,.737,1,35,36,22,6,5,16,30,173,https://www.basketball-reference.com/players/m/middlkh01.html,,
2018-19,27,MIL,NBA,SF,15,15,515,84,201,.418,40,92,.435,44,109,.404,.517,46,52,.885,9,86,95,66,9,0,29,44,254,https://www.basketball-reference.com/players/m/middlkh01.html,,
2019-20,28,MIL,NBA,SF,10,10,355,71,180,.394,23,65,.354,48,115,.417,.458,38,46,.826,5,64,69,60,11,2,34,41,203,https://www.basketball-reference.com/players/m/middlkh01.html,,
2006-07,19,UTA,NBA,SG,1,0,3,0,0,,0,0,,0,0,,,1,2,.500,0,0,0,0,0,0,0,0,1,https://www.basketball-reference.com/players/m/milescj01.html,,
2007-08,20,UTA,NBA,SG,7,0,26,5,14,.357,2,8,.250,3,6,.500,.429,0,0,,1,4,5,0,2,0,2,4,12,https://www.basketball-reference.com/players/m/milescj01.html,,
2008-09,21,UTA,NBA,SG,5,0,58,6,20,.300,2,8,.250,4,12,.333,.350,3,4,.750,2,5,7,1,2,1,3,8,17,https://www.basketball-reference.com/players/m/milescj01.html,,
2009-10,22,UTA,NBA,SF,10,10,337,47,106,.443,15,46,.326,32,60,.533,.514,35,39,.897,5,20,25,28,6,6,19,48,144,https://www.basketball-reference.com/players/m/milescj01.html,,
2015-16,28,IND,NBA,SF,7,0,92,10,38,.263,2,20,.100,8,18,.444,.289,2,3,.667,4,20,24,4,1,1,3,7,24,https://www.basketball-reference.com/players/m/milescj01.html,,
2016-17,29,IND,NBA,SF,4,2,82,11,24,.458,5,16,.313,6,8,.750,.563,2,2,1.000,4,4,8,1,2,1,2,12,29,https://www.basketball-reference.com/players/m/milescj01.html,,
2017-18,30,TOR,NBA,SF,10,1,227,32,71,.451,19,45,.422,13,26,.500,.585,13,16,.813,6,18,24,8,7,3,9,21,96,https://www.basketball-reference.com/players/m/milescj01.html,,
2003-04,18,DET,NBA,C,8,0,14,0,4,.000,0,0,,0,4,.000,.000,1,4,.250,1,2,3,1,1,0,3,1,1,https://www.basketball-reference.com/players/m/milicda01.html,,
2004-05,19,DET,NBA,C,9,0,21,2,7,.286,0,0,,2,7,.286,.286,1,1,1.000,1,3,4,1,0,1,1,3,5,https://www.basketball-reference.com/players/m/milicda01.html,,
2006-07,21,ORL,NBA,PF,4,0,115,20,34,.588,0,0,,20,34,.588,.588,9,17,.529,10,8,18,4,1,4,2,9,49,https://www.basketball-reference.com/players/m/milicda01.html,,
2017-18,27,NOP,NBA,SF,9,0,162,14,34,.412,9,24,.375,5,10,.500,.544,6,6,1.000,2,18,20,11,5,0,6,10,43,https://www.basketball-reference.com/players/m/milleda01.html,,
2018-19,25,TOR,NBA,SF,10,0,28,2,8,.250,1,6,.167,1,2,.500,.313,3,4,.750,0,5,5,1,0,1,1,3,8,https://www.basketball-reference.com/players/m/millema01.html,,
2019-20,26,TOR,NBA,SF,1,0,5,1,3,.333,1,1,1.000,0,2,.000,.500,0,0,,0,0,0,0,0,0,0,2,3,https://www.basketball-reference.com/players/m/millema01.html,,
2009-10,21,POR,NBA,PG,3,0,12,2,4,.500,1,1,1.000,1,3,.333,.625,1,1,1.000,0,0,0,3,0,0,1,1,6,https://www.basketball-reference.com/players/m/millspa02.html,,
2010-11,22,POR,NBA,PG,2,0,5,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,1,1,0,0,0,1,0,0,https://www.basketball-reference.com/players/m/millspa02.html,,
2011-12,23,SAS,NBA,PG,8,0,31,6,11,.545,3,5,.600,3,6,.500,.682,0,0,,1,2,3,5,1,0,3,2,15,https://www.basketball-reference.com/players/m/millspa02.html,,
2012-13,24,SAS,NBA,PG,9,0,31,5,10,.500,2,7,.286,3,3,1.000,.600,0,0,,1,2,3,2,0,0,1,2,12,https://www.basketball-reference.com/players/m/millspa02.html,,
2013-14,25,SAS,NBA,PG,23,0,351,63,141,.447,32,79,.405,31,62,.500,.560,10,13,.769,3,32,35,33,17,1,14,31,168,https://www.basketball-reference.com/players/m/millspa02.html,,
2014-15,26,SAS,NBA,PG,7,0,112,21,42,.500,16,28,.571,5,14,.357,.690,13,13,1.000,4,15,19,8,2,0,5,15,71,https://www.basketball-reference.com/players/m/millspa02.html,,
2015-16,27,SAS,NBA,PG,10,0,167,23,53,.434,13,36,.361,10,17,.588,.557,7,11,.636,0,14,14,20,7,0,8,3,66,https://www.basketball-reference.com/players/m/millspa02.html,,
2016-17,28,SAS,NBA,PG,16,6,416,57,140,.407,32,89,.360,25,51,.490,.521,19,22,.864,5,29,34,43,13,1,21,33,165,https://www.basketball-reference.com/players/m/millspa02.html,,
2017-18,29,SAS,NBA,PG,5,5,165,25,57,.439,13,35,.371,12,22,.545,.553,4,5,.800,2,8,10,13,3,1,9,15,67,https://www.basketball-reference.com/players/m/millspa02.html,,
2018-19,30,SAS,NBA,PG,7,0,152,14,43,.326,3,22,.136,11,21,.524,.360,6,10,.600,1,14,15,25,7,1,3,9,37,https://www.basketball-reference.com/players/m/millspa02.html,,
2006-07,21,UTA,NBA,PF,17,0,263,42,80,.525,0,1,.000,42,79,.532,.525,16,24,.667,38,37,75,8,11,9,13,39,100,https://www.basketball-reference.com/players/m/millspa01.html,,
2007-08,22,UTA,NBA,PF,12,0,210,32,62,.516,0,1,.000,32,61,.525,.516,13,25,.520,23,24,47,4,7,16,9,37,77,https://www.basketball-reference.com/players/m/millspa01.html,,
2008-09,23,UTA,NBA,PF,5,0,155,25,49,.510,0,0,,25,49,.510,.510,9,18,.500,20,20,40,8,4,5,6,17,59,https://www.basketball-reference.com/players/m/millspa01.html,,
2009-10,24,UTA,NBA,PF,10,0,323,70,122,.574,0,2,.000,70,120,.583,.574,40,58,.690,34,54,88,22,11,14,13,36,180,https://www.basketball-reference.com/players/m/millspa01.html,,
2011-12,26,UTA,NBA,PF,4,4,139,20,54,.370,0,3,.000,20,51,.392,.370,8,16,.500,17,27,44,2,1,10,9,11,48,https://www.basketball-reference.com/players/m/millspa01.html,,
2013-14,28,ATL,NBA,PF,7,7,267,41,103,.398,9,27,.333,32,76,.421,.442,45,56,.804,21,55,76,20,10,13,20,25,136,https://www.basketball-reference.com/players/m/millspa01.html,,
2014-15,29,ATL,NBA,PF,16,15,566,85,209,.407,15,49,.306,70,160,.438,.443,58,78,.744,36,103,139,55,25,14,34,52,243,https://www.basketball-reference.com/players/m/millspa01.html,,
2015-16,30,ATL,NBA,PF,10,10,365,59,137,.431,8,33,.242,51,104,.490,.460,41,55,.745,28,66,94,27,13,23,26,29,167,https://www.basketball-reference.com/players/m/millspa01.html,,
2016-17,31,ATL,NBA,PF,6,6,219,50,99,.505,3,17,.176,47,82,.573,.520,43,53,.811,9,47,56,26,10,4,23,19,146,https://www.basketball-reference.com/players/m/millspa01.html,,
2018-19,33,DEN,NBA,PF,14,14,469,73,157,.465,12,38,.316,61,119,.513,.503,47,61,.770,24,70,94,11,12,15,18,48,205,https://www.basketball-reference.com/players/m/millspa01.html,,
2019-20,34,DEN,NBA,PF,19,19,459,47,118,.398,15,44,.341,32,74,.432,.462,43,54,.796,26,63,89,23,12,9,25,49,152,https://www.basketball-reference.com/players/m/millspa01.html,,
2019-20,23,PHI,NBA,SG,4,4,126,21,44,.477,10,25,.400,11,19,.579,.591,6,7,.857,1,12,13,11,2,0,6,13,58,https://www.basketball-reference.com/players/m/miltosh01.html,,
2014-15,23,CHI,NBA,PF,11,0,164,20,66,.303,7,30,.233,13,36,.361,.356,16,20,.800,7,23,30,9,6,6,8,22,63,https://www.basketball-reference.com/players/m/mirotni01.html,,
2016-17,25,CHI,NBA,PF,6,6,162,17,50,.340,10,35,.286,7,15,.467,.440,8,10,.800,4,26,30,9,4,3,4,16,52,https://www.basketball-reference.com/players/m/mirotni01.html,,
2017-18,26,NOP,NBA,PF,9,9,320,49,102,.480,22,51,.431,27,51,.529,.588,15,19,.789,9,77,86,15,10,12,10,24,135,https://www.basketball-reference.com/players/m/mirotni01.html,,
2018-19,27,MIL,NBA,PF,14,8,298,44,117,.376,22,76,.289,22,41,.537,.470,23,28,.821,17,43,60,10,10,3,14,25,133,https://www.basketball-reference.com/players/m/mirotni01.html,,
2017-18,21,UTA,NBA,SG,11,11,411,102,243,.420,25,80,.313,77,163,.472,.471,39,43,.907,9,56,65,46,16,4,32,35,268,https://www.basketball-reference.com/players/m/mitchdo01.html,,
2018-19,22,UTA,NBA,SG,5,5,193,36,112,.321,11,43,.256,25,69,.362,.371,24,33,.727,7,18,25,16,8,1,21,15,107,https://www.basketball-reference.com/players/m/mitchdo01.html,,
2019-20,23,UTA,NBA,SG,7,7,264,83,157,.529,33,64,.516,50,93,.538,.634,55,58,.948,6,29,35,34,7,2,29,11,254,https://www.basketball-reference.com/players/m/mitchdo01.html,,
2016-17,26,MIL,NBA,C,6,0,141,27,51,.529,0,0,,27,51,.529,.529,25,30,.833,17,27,44,10,8,3,11,16,79,https://www.basketball-reference.com/players/m/monrogr01.html,,
2017-18,27,BOS,NBA,C,11,0,105,19,38,.500,0,0,,19,38,.500,.500,15,22,.682,14,21,35,5,2,2,14,9,53,https://www.basketball-reference.com/players/m/monrogr01.html,,
2018-19,28,PHI,NBA,C,10,1,90,16,40,.400,1,4,.250,15,36,.417,.413,7,9,.778,14,17,31,4,5,4,4,11,40,https://www.basketball-reference.com/players/m/monrogr01.html,,
2015-16,22,POR,NBA,SG,6,0,8,3,3,1.000,2,2,1.000,1,1,1.000,1.333,0,0,,0,0,0,0,0,0,0,1,8,https://www.basketball-reference.com/players/m/montelu01.html,,
2007-08,27,TOR,NBA,SF,5,3,104,11,29,.379,4,11,.364,7,18,.389,.448,1,1,1.000,7,17,24,4,6,3,2,6,27,https://www.basketball-reference.com/players/m/moonja01.html,,
2008-09,28,MIA,NBA,SF,3,0,40,5,5,1.000,2,2,1.000,3,3,1.000,1.200,0,2,.000,3,6,9,1,1,1,2,5,12,https://www.basketball-reference.com/players/m/moonja01.html,,
2009-10,29,CLE,NBA,SF,11,0,113,14,24,.583,8,16,.500,6,8,.750,.750,2,3,.667,2,14,16,5,4,5,0,8,38,https://www.basketball-reference.com/players/m/moonja01.html,,
2011-12,22,BOS,NBA,PG,9,0,21,2,8,.250,0,2,.000,2,6,.333,.250,1,2,.500,0,3,3,3,0,1,1,2,5,https://www.basketball-reference.com/players/m/mooreet01.html,,
2014-15,25,CHI,NBA,SG,3,0,9,2,6,.333,1,1,1.000,1,5,.200,.417,0,0,,0,3,3,0,2,0,0,1,5,https://www.basketball-reference.com/players/m/mooreet01.html,,
2017-18,28,NOP,NBA,SG,9,9,284,41,88,.466,9,25,.360,32,63,.508,.517,11,16,.688,6,17,23,15,6,1,11,20,102,https://www.basketball-reference.com/players/m/mooreet01.html,,
2018-19,27,TOR,NBA,PF,8,0,28,1,2,.500,0,0,,1,2,.500,.500,0,0,,1,12,13,3,0,0,0,5,2,https://www.basketball-reference.com/players/m/moreler01.html,,
2019-20,22,UTA,NBA,PF,7,2,86,3,12,.250,2,10,.200,1,2,.500,.333,2,6,.333,6,15,21,5,2,0,1,11,10,https://www.basketball-reference.com/players/m/morgaju01.html,,
2011-12,21,LAL,NBA,PG,4,0,8,3,3,1.000,1,1,1.000,2,2,1.000,1.167,3,4,.750,0,0,0,3,0,0,1,1,10,https://www.basketball-reference.com/players/m/morrida01.html,,
2012-13,22,LAL,NBA,PG,4,2,105,16,35,.457,3,9,.333,13,26,.500,.500,7,9,.778,1,4,5,12,2,0,6,6,42,https://www.basketball-reference.com/players/m/morrida01.html,,
2014-15,24,BRK,NBA,PG,1,0,5,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/m/morrida01.html,,
2015-16,26,DET,NBA,SF,4,4,144,22,47,.468,7,18,.389,15,29,.517,.543,20,23,.870,2,11,13,10,2,0,5,17,71,https://www.basketball-reference.com/players/m/morrima03.html,,
2017-18,28,BOS,NBA,PF,19,4,562,82,223,.368,30,72,.417,52,151,.344,.435,42,59,.712,20,83,103,21,7,5,19,60,236,https://www.basketball-reference.com/players/m/morrima03.html,,
2018-19,29,BOS,NBA,PF,9,4,254,41,79,.519,18,40,.450,23,39,.590,.633,23,31,.742,12,61,73,11,1,5,7,22,123,https://www.basketball-reference.com/players/m/morrima03.html,,
2019-20,30,LAC,NBA,PF,13,13,388,56,111,.505,28,59,.475,28,52,.538,.631,13,14,.929,11,52,63,21,11,1,9,39,153,https://www.basketball-reference.com/players/m/morrima03.html,,
2016-17,27,WAS,NBA,PF,13,13,373,59,145,.407,14,38,.368,45,107,.421,.455,25,31,.806,18,65,83,22,12,17,21,46,157,https://www.basketball-reference.com/players/m/morrima02.html,,
2017-18,28,WAS,NBA,PF,6,6,181,24,49,.490,2,12,.167,22,37,.595,.510,9,10,.900,14,31,45,10,4,5,6,22,59,https://www.basketball-reference.com/players/m/morrima02.html,,
2018-19,29,OKC,NBA,PF,5,0,59,5,16,.313,2,7,.286,3,9,.333,.375,7,9,.778,4,9,13,5,1,3,2,9,19,https://www.basketball-reference.com/players/m/morrima02.html,,
2019-20,30,LAL,NBA,PF,21,2,385,44,98,.449,29,69,.420,15,29,.517,.597,7,9,.778,12,52,64,20,6,3,17,54,124,https://www.basketball-reference.com/players/m/morrima02.html,,
2018-19,23,DEN,NBA,PG,14,0,224,33,86,.384,0,13,.000,33,73,.452,.384,9,13,.692,3,16,19,36,5,1,6,15,75,https://www.basketball-reference.com/players/m/morrimo01.html,,
2019-20,24,DEN,NBA,PG,19,4,406,66,133,.496,12,40,.300,54,93,.581,.541,28,34,.824,4,25,29,52,12,2,10,20,172,https://www.basketball-reference.com/players/m/morrimo01.html,,
2008-09,23,ATL,NBA,C,3,0,8,0,1,.000,0,0,,0,1,.000,.000,0,0,,1,1,2,0,1,0,1,2,0,https://www.basketball-reference.com/players/m/morrira01.html,,
2009-10,24,ATL,NBA,PF,3,0,10,1,2,.500,0,0,,1,2,.500,.500,1,1,1.000,1,1,2,0,0,0,0,3,3,https://www.basketball-reference.com/players/m/morrira01.html,,
2009-10,25,LAL,NBA,SF,2,0,13,4,9,.444,0,2,.000,4,7,.571,.444,0,0,,2,3,5,1,0,0,0,2,8,https://www.basketball-reference.com/players/m/morriad01.html,,
2015-16,30,OKC,NBA,SG,14,0,76,11,24,.458,5,14,.357,6,10,.600,.563,10,10,1.000,0,2,2,1,1,0,4,5,37,https://www.basketball-reference.com/players/m/morroan01.html,,
2016-17,31,CHI,NBA,SG,3,0,29,5,9,.556,0,0,,5,9,.556,.556,2,2,1.000,0,3,3,2,0,0,0,2,12,https://www.basketball-reference.com/players/m/morroan01.html,,
2012-13,22,HOU,NBA,PF,1,0,5,2,2,1.000,0,0,,2,2,1.000,1.000,1,1,1.000,1,0,1,0,0,0,0,0,5,https://www.basketball-reference.com/players/m/motiedo01.html,,
2015-16,25,HOU,NBA,PF,5,4,98,16,37,.432,4,9,.444,12,28,.429,.486,8,17,.471,10,16,26,5,4,2,12,11,44,https://www.basketball-reference.com/players/m/motiedo01.html,,
2018-19,28,SAS,NBA,PF,5,0,19,6,10,.600,0,1,.000,6,9,.667,.600,1,2,.500,3,4,7,2,0,0,0,1,13,https://www.basketball-reference.com/players/m/motiedo01.html,,
2011-12,25,DEN,NBA,C,7,5,99,12,25,.480,0,0,,12,25,.480,.480,4,8,.500,10,13,23,3,2,6,5,16,28,https://www.basketball-reference.com/players/m/mozgoti01.html,,
2014-15,28,CLE,NBA,C,20,20,529,74,148,.500,0,0,,74,148,.500,.500,64,81,.790,57,89,146,13,8,36,37,57,212,https://www.basketball-reference.com/players/m/mozgoti01.html,,
2015-16,29,CLE,NBA,C,13,0,76,6,15,.400,0,0,,6,15,.400,.400,3,4,.750,5,16,21,2,3,3,8,16,15,https://www.basketball-reference.com/players/m/mozgoti01.html,,
2019-20,23,UTA,NBA,PG,3,0,34,5,14,.357,2,3,.667,3,11,.273,.429,1,2,.500,1,5,6,2,0,1,1,0,13,https://www.basketball-reference.com/players/m/mudiaem01.html,,
2017-18,25,MIL,NBA,SG,4,0,29,9,20,.450,4,5,.800,5,15,.333,.550,3,5,.600,0,4,4,0,2,1,2,2,25,https://www.basketball-reference.com/players/m/muhamsh01.html,,
2009-10,20,OKC,NBA,PF,1,0,4,0,2,.000,0,0,,0,2,.000,.000,1,2,.500,0,0,0,0,0,0,0,0,1,https://www.basketball-reference.com/players/m/mulleby01.html,,
2015-16,23,MEM,NBA,SG,4,0,89,9,28,.321,1,8,.125,8,20,.400,.339,0,2,.000,1,8,9,10,6,3,5,8,19,https://www.basketball-reference.com/players/m/munfoxa02.html,,
2016-17,20,SAS,NBA,PG,11,2,168,23,61,.377,0,3,.000,23,58,.397,.377,17,25,.680,4,23,27,27,16,1,16,14,63,https://www.basketball-reference.com/players/m/murrade01.html,,
2017-18,21,SAS,NBA,PG,5,5,96,14,31,.452,4,6,.667,10,25,.400,.516,7,9,.778,4,17,21,9,5,2,5,11,39,https://www.basketball-reference.com/players/m/murrade01.html,,
2018-19,21,DEN,NBA,PG,14,14,508,107,252,.425,28,83,.337,79,169,.467,.480,56,62,.903,19,42,61,66,14,2,22,24,298,https://www.basketball-reference.com/players/m/murraja01.html,,
2019-20,22,DEN,NBA,PG,19,19,753,186,368,.505,62,137,.453,124,231,.537,.590,70,78,.897,20,72,92,126,18,6,53,42,504,https://www.basketball-reference.com/players/m/murraja01.html,,
2018-19,19,BRK,NBA,SG,2,0,15,2,3,.667,0,1,.000,2,2,1.000,.667,0,0,,0,0,0,0,2,0,3,4,4,https://www.basketball-reference.com/players/m/musadz01.html,,
2019-20,20,BRK,NBA,SF,3,0,39,2,11,.182,0,6,.000,2,5,.400,.182,10,14,.714,1,2,3,4,0,1,3,2,14,https://www.basketball-reference.com/players/m/musadz01.html,,
2013-14,22,ATL,NBA,PF,2,0,5,0,2,.000,0,0,,0,2,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/m/muscami01.html,,
2014-15,23,ATL,NBA,PF,10,0,102,20,33,.606,2,8,.250,18,25,.720,.636,0,0,,8,10,18,1,1,3,4,13,42,https://www.basketball-reference.com/players/m/muscami01.html,,
2015-16,24,ATL,NBA,C,9,0,67,10,20,.500,2,6,.333,8,14,.571,.550,2,2,1.000,7,10,17,3,0,1,3,6,24,https://www.basketball-reference.com/players/m/muscami01.html,,
2016-17,25,ATL,NBA,C,6,0,81,5,18,.278,0,4,.000,5,14,.357,.278,7,8,.875,6,10,16,2,1,3,1,12,17,https://www.basketball-reference.com/players/m/muscami01.html,,
2019-20,28,OKC,NBA,C,2,0,20,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,,0,4,4,1,0,0,0,2,3,https://www.basketball-reference.com/players/m/muscami01.html,,
2017-18,24,BOS,NBA,SF,11,0,33,5,15,.333,0,4,.000,5,11,.455,.333,2,4,.500,1,2,3,3,1,1,2,2,12,https://www.basketball-reference.com/players/n/naderab01.html,,
2018-19,25,OKC,NBA,SF,3,0,5,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,0,0,0,0,1,0,0,2,https://www.basketball-reference.com/players/n/naderab01.html,,
2019-20,26,OKC,NBA,SF,3,0,25,1,7,.143,1,5,.200,0,2,.000,.214,1,2,.500,1,2,3,0,1,2,0,1,4,https://www.basketball-reference.com/players/n/naderab01.html,,
2017-18,25,CLE,NBA,C,20,0,307,41,60,.683,0,1,.000,41,59,.695,.683,14,31,.452,35,55,90,18,16,14,12,35,96,https://www.basketball-reference.com/players/n/nancela02.html,,
2016-17,25,POR,NBA,PG,4,0,47,8,19,.421,5,11,.455,3,8,.375,.553,6,8,.750,1,3,4,3,2,0,0,6,27,https://www.basketball-reference.com/players/n/napiesh01.html,,
2017-18,26,POR,NBA,PG,2,0,35,5,11,.455,0,4,.000,5,7,.714,.455,1,2,.500,0,2,2,3,3,0,6,1,11,https://www.basketball-reference.com/players/n/napiesh01.html,,
2018-19,27,BRK,NBA,PG,3,0,28,7,11,.636,3,5,.600,4,6,.667,.773,7,8,.875,2,5,7,11,1,0,0,1,24,https://www.basketball-reference.com/players/n/napiesh01.html,,
2010-11,26,SAS,NBA,SG,6,0,111,17,46,.370,5,19,.263,12,27,.444,.424,7,7,1.000,2,16,18,5,1,1,2,11,46,https://www.basketball-reference.com/players/n/nealga01.html,,
2011-12,27,SAS,NBA,SG,14,0,217,39,82,.476,16,36,.444,23,46,.500,.573,11,13,.846,1,17,18,19,2,0,11,21,105,https://www.basketball-reference.com/players/n/nealga01.html,,
2012-13,28,SAS,NBA,SG,21,0,390,52,135,.385,23,66,.348,29,69,.420,.470,16,16,1.000,1,44,45,15,3,1,13,33,143,https://www.basketball-reference.com/players/n/nealga01.html,,
2013-14,29,CHA,NBA,SG,4,0,104,18,51,.353,4,18,.222,14,33,.424,.392,5,7,.714,3,5,8,4,0,0,8,9,45,https://www.basketball-reference.com/players/n/nealga01.html,,
2013-14,22,GSW,NBA,SG,1,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,https://www.basketball-reference.com/players/n/nedovne01.html,,
2006-07,24,ORL,NBA,PG,4,4,129,21,50,.420,5,14,.357,16,36,.444,.470,10,11,.909,4,8,12,13,3,0,9,19,57,https://www.basketball-reference.com/players/n/nelsoja01.html,,
2007-08,25,ORL,NBA,PG,10,10,333,57,113,.504,20,41,.488,37,72,.514,.593,28,37,.757,4,37,41,47,3,2,21,43,162,https://www.basketball-reference.com/players/n/nelsoja01.html,,
2008-09,26,ORL,NBA,PG,5,0,90,8,23,.348,1,6,.167,7,17,.412,.370,2,4,.500,1,6,7,14,1,0,7,3,19,https://www.basketball-reference.com/players/n/nelsoja01.html,,
2009-10,27,ORL,NBA,PG,14,14,479,91,190,.479,33,84,.393,58,106,.547,.566,51,62,.823,9,41,50,67,14,0,35,38,266,https://www.basketball-reference.com/players/n/nelsoja01.html,,
2010-11,28,ORL,NBA,PG,6,6,216,31,82,.378,6,26,.231,25,56,.446,.415,11,14,.786,7,18,25,30,12,0,8,14,79,https://www.basketball-reference.com/players/n/nelsoja01.html,,
2011-12,29,ORL,NBA,PG,5,5,182,29,74,.392,8,25,.320,21,49,.429,.446,12,16,.750,1,18,19,33,4,1,10,13,78,https://www.basketball-reference.com/players/n/nelsoja01.html,,
2016-17,24,UTA,NBA,PG,9,0,60,8,13,.615,3,6,.500,5,7,.714,.731,4,4,1.000,0,7,7,4,1,1,3,8,23,https://www.basketball-reference.com/players/n/netora01.html,,
