Season,Age,Tm,Lg,Pos,G,MP,PG%_Position Estimate,SG%_Position Estimate,SF%_Position Estimate,PF%_Position Estimate,C%_Position Estimate,OnCourt_+/- Per 100 Poss.,On-Off_+/- Per 100 Poss.,BadPass_Turnovers,LostBall_Turnovers,Shoot_Fouls Committed,Off._Fouls Committed,Shoot_Fouls Drawn,Off._Fouls Drawn,PGA_Misc.,And1_Misc.,Blkd_Misc.,Player_link
2009-10,27,PHO,NBA,PG,16,250,16%,84%,,,,+11.3,+8.1,6,4,15,4,9,0,48,3,7,https://www.basketball-reference.com/players/b/barbole01.html
2011-12,29,IND,NBA,SG,11,223,,94%,6%,,,-12.5,-24.5,6,2,8,2,7,5,33,2,5,https://www.basketball-reference.com/players/b/barbole01.html
2014-15,32,GSW,NBA,SG,21,229,3%,87%,10%,,,+7.4,-1.2,3,7,4,1,11,1,41,2,5,https://www.basketball-reference.com/players/b/barbole01.html
2015-16,33,GSW,NBA,SG,23,254,23%,68%,9%,,,+7.2,+3.2,6,5,11,0,5,3,36,0,8,https://www.basketball-reference.com/players/b/barbole01.html
2006-07,22,DAL,NBA,PG,2,4,100%,,,,,+7.1,+14.7,0,0,0,0,1,1,0,0,0,https://www.basketball-reference.com/players/b/bareajo01.html
2007-08,23,DAL,NBA,PG,1,5,100%,,,,,-23.3,-13.3,0,0,0,0,0,0,3,0,1,https://www.basketball-reference.com/players/b/bareajo01.html
2008-09,24,DAL,NBA,SG,10,221,39%,61%,,,,+7.1,+14.6,5,1,6,0,6,4,82,1,5,https://www.basketball-reference.com/players/b/bareajo01.html
2009-10,25,DAL,NBA,PG,6,105,96%,4%,,,,-4.1,-5.7,1,4,5,2,1,3,36,0,2,https://www.basketball-reference.com/players/b/bareajo01.html
2010-11,26,DAL,NBA,PG,21,390,100%,,,,,-1.8,-14.5,15,6,12,2,10,5,170,3,18,https://www.basketball-reference.com/players/b/bareajo01.html
2014-15,30,DAL,NBA,PG,5,154,100%,,,,,+7.4,+35.3,9,2,4,2,2,3,87,0,4,https://www.basketball-reference.com/players/b/bareajo01.html
2015-16,31,DAL,NBA,PG,4,100,100%,,,,,-19.0,+1.4,8,2,3,1,0,2,45,0,2,https://www.basketball-reference.com/players/b/bareajo01.html
2019-20,35,DAL,NBA,PG,1,5,100%,,,,,-90.4,-82.7,0,0,0,0,1,0,0,0,0,https://www.basketball-reference.com/players/b/bareajo01.html
2006-07,21,TOR,NBA,PF,6,181,,,6%,68%,26%,-11.5,-15.0,3,1,7,2,7,0,12,1,3,https://www.basketball-reference.com/players/b/bargnan01.html
2007-08,22,TOR,NBA,PF,5,104,,,17%,81%,2%,-19.2,-24.2,0,0,6,2,1,0,5,0,2,https://www.basketball-reference.com/players/b/bargnan01.html
2012-13,20,GSW,NBA,SF,12,461,,,36%,60%,4%,+2.6,+10.0,4,6,12,5,16,2,35,1,6,https://www.basketball-reference.com/players/b/barneha02.html
2013-14,21,GSW,NBA,SF,7,156,,,20%,54%,26%,+2.7,+11.6,1,3,5,0,4,0,19,0,2,https://www.basketball-reference.com/players/b/barneha02.html
2014-15,22,GSW,NBA,SF,21,681,,,43%,57%,1%,+8.8,+1.4,7,11,19,3,18,2,82,5,7,https://www.basketball-reference.com/players/b/barneha02.html
2015-16,23,GSW,NBA,SF,24,743,,,37%,61%,2%,+3.6,-2.9,8,8,24,1,17,3,73,4,12,https://www.basketball-reference.com/players/b/barneha02.html
2006-07,26,GSW,NBA,PF,11,330,,,4%,76%,20%,+2.4,+2.4,7,6,20,3,9,2,70,2,7,https://www.basketball-reference.com/players/b/barnema02.html
2009-10,29,ORL,NBA,SF,14,326,,,100%,,,+8.5,-3.3,6,3,15,1,6,6,43,0,9,https://www.basketball-reference.com/players/b/barnema02.html
2010-11,30,LAL,NBA,SF,10,131,,,99%,1%,,-1.7,-0.7,2,2,12,2,3,2,11,1,2,https://www.basketball-reference.com/players/b/barnema02.html
2011-12,31,LAL,NBA,SF,11,185,,6%,93%,,,-7.3,-3.8,9,3,15,1,2,0,34,0,5,https://www.basketball-reference.com/players/b/barnema02.html
2012-13,32,LAC,NBA,SF,6,162,,,86%,14%,,+5.0,+27.0,2,1,11,2,7,1,6,1,4,https://www.basketball-reference.com/players/b/barnema02.html
2013-14,33,LAC,NBA,SF,13,404,,,90%,10%,,-1.0,-6.8,9,4,23,1,8,3,50,1,6,https://www.basketball-reference.com/players/b/barnema02.html
2014-15,34,LAC,NBA,SF,14,409,,,88%,12%,,+8.5,+18.0,9,1,26,4,7,1,51,2,9,https://www.basketball-reference.com/players/b/barnema02.html
2015-16,35,MEM,NBA,SF,4,139,,,61%,39%,,-26.1,-5.8,8,2,9,2,5,2,25,1,4,https://www.basketball-reference.com/players/b/barnema02.html
2016-17,36,GSW,NBA,SF,12,61,,,60%,39%,2%,-11.8,-27.3,2,0,1,1,0,0,15,0,0,https://www.basketball-reference.com/players/b/barnema02.html
2010-11,29,POR,NBA,C,1,0,,,,100%,,,,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/b/barroea01.html
2013-14,23,POR,NBA,SG,7,81,7%,72%,21%,,,-16.3,-11.3,3,2,3,1,2,0,6,0,0,https://www.basketball-reference.com/players/b/bartowi01.html
2018-19,28,DEN,NBA,SF,14,328,,3%,93%,4%,,-8.6,-20.8,6,3,10,2,12,0,54,0,10,https://www.basketball-reference.com/players/b/bartowi01.html
2007-08,22,DAL,NBA,C,5,133,,,,4%,96%,-6.8,+7.9,1,1,7,0,12,0,5,1,2,https://www.basketball-reference.com/players/b/bassbr01.html
2008-09,23,DAL,NBA,C,10,192,,,,28%,72%,+4.6,+9.2,1,1,8,0,15,0,17,3,6,https://www.basketball-reference.com/players/b/bassbr01.html
2009-10,24,ORL,NBA,PF,7,42,,,,100%,,+11.7,+1.7,1,0,0,0,3,0,2,0,0,https://www.basketball-reference.com/players/b/bassbr01.html
2010-11,25,ORL,NBA,PF,6,139,,,,100%,,-2.3,-7.5,2,2,2,1,6,0,5,1,2,https://www.basketball-reference.com/players/b/bassbr01.html
2011-12,26,BOS,NBA,PF,20,608,,,,92%,8%,-2.7,-9.7,4,5,25,4,30,1,34,2,15,https://www.basketball-reference.com/players/b/bassbr01.html
2012-13,27,BOS,NBA,PF,6,204,,,55%,43%,3%,-2.7,+12.4,2,2,9,0,6,1,17,1,4,https://www.basketball-reference.com/players/b/bassbr01.html
2014-15,29,BOS,NBA,PF,4,86,,,,100%,,-21.6,-20.1,2,0,1,1,6,0,23,2,6,https://www.basketball-reference.com/players/b/bassbr01.html
2016-17,31,LAC,NBA,PF,1,4,,,,,100%,-55.4,-54.0,0,0,0,0,0,0,0,0,1,https://www.basketball-reference.com/players/b/bassbr01.html
2019-20,24,DEN,NBA,SF,5,24,,,84%,14%,2%,+4.4,+7.2,0,0,0,0,0,0,2,0,0,https://www.basketball-reference.com/players/b/bateske01.html
2008-09,20,POR,NBA,SF,6,63,,,100%,,,-23.6,-22.1,3,0,3,0,0,0,3,0,0,https://www.basketball-reference.com/players/b/batumni01.html
2009-10,21,POR,NBA,SF,6,139,,6%,94%,,,-5.6,+12.5,2,1,2,1,3,0,12,0,3,https://www.basketball-reference.com/players/b/batumni01.html
2010-11,22,POR,NBA,SF,6,151,,7%,77%,16%,,-9.7,-6.7,2,3,4,2,2,1,17,0,3,https://www.basketball-reference.com/players/b/batumni01.html
2013-14,25,POR,NBA,SF,11,459,,1%,90%,9%,,-3.8,+19.0,15,10,7,2,6,1,121,3,2,https://www.basketball-reference.com/players/b/batumni01.html
2014-15,26,POR,NBA,SF,5,209,,,99%,1%,,-8.6,+10.7,8,4,3,0,3,0,65,0,4,https://www.basketball-reference.com/players/b/batumni01.html
2015-16,27,CHO,NBA,SF,5,144,,5%,96%,,,-31.0,-35.7,4,3,2,0,9,0,21,1,1,https://www.basketball-reference.com/players/b/batumni01.html
2008-09,20,POR,NBA,PG,2,11,40%,60%,,,,+10.1,+16.9,0,1,0,0,1,0,0,1,0,https://www.basketball-reference.com/players/b/bayleje01.html
2009-10,21,POR,NBA,SG,6,166,38%,62%,,,,-10.9,+3.1,3,3,3,2,9,3,54,3,7,https://www.basketball-reference.com/players/b/bayleje01.html
2012-13,24,MEM,NBA,PG,15,320,13%,86%,1%,,,-7.6,-15.6,10,4,15,1,8,0,72,2,6,https://www.basketball-reference.com/players/b/bayleje01.html
2014-15,26,MIL,NBA,PG,6,120,86%,4%,10%,,,-4.9,+12.1,2,1,6,1,6,1,43,1,2,https://www.basketball-reference.com/players/b/bayleje01.html
2017-18,29,PHI,NBA,SG,1,2,,100%,,,,+8.3,+5.5,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/b/bayleje01.html
2012-13,26,SAS,NBA,C,4,23,,,,52%,49%,+38.2,+31.5,0,1,2,0,0,1,0,0,1,https://www.basketball-reference.com/players/b/baynear01.html
2013-14,27,SAS,NBA,C,14,101,,,,2%,98%,+23.1,+14.3,2,2,10,2,3,0,0,0,2,https://www.basketball-reference.com/players/b/baynear01.html
2014-15,28,SAS,NBA,C,4,40,,,,25%,75%,-5.8,-7.5,0,1,1,1,2,0,2,1,2,https://www.basketball-reference.com/players/b/baynear01.html
2015-16,29,DET,NBA,C,4,44,,,,,100%,-35.8,-33.7,1,0,2,1,1,0,5,1,2,https://www.basketball-reference.com/players/b/baynear01.html
2017-18,31,BOS,NBA,C,19,389,,,,5%,95%,-2.5,-5.6,6,0,23,1,7,2,47,0,8,https://www.basketball-reference.com/players/b/baynear01.html
2018-19,32,BOS,NBA,C,9,115,,,,,100%,-16.8,-19.2,1,0,14,3,1,0,7,0,1,https://www.basketball-reference.com/players/b/baynear01.html
2012-13,23,GSW,NBA,SG,9,16,21%,48%,31%,,,-42.1,-43.8,1,1,1,0,0,0,5,0,1,https://www.basketball-reference.com/players/b/bazemke01.html
2014-15,25,ATL,NBA,SG,16,303,1%,87%,12%,,,-5.4,-9.5,4,2,12,2,10,2,29,1,3,https://www.basketball-reference.com/players/b/bazemke01.html
2015-16,26,ATL,NBA,SF,10,325,,27%,73%,,,-7.1,-17.8,6,4,4,0,4,2,44,2,10,https://www.basketball-reference.com/players/b/bazemke01.html
2016-17,27,ATL,NBA,SF,6,150,2%,52%,46%,1%,,+6.9,+16.4,9,6,10,1,4,2,42,0,2,https://www.basketball-reference.com/players/b/bazemke01.html
2019-20,19,OKC,NBA,PF,7,126,,,4%,96%,,0.0,+11.6,1,3,1,1,5,0,15,0,1,https://www.basketball-reference.com/players/b/bazleda01.html
2013-14,20,WAS,NBA,SG,11,458,,100%,,,,+3.1,+15.7,9,9,17,3,17,2,107,4,10,https://www.basketball-reference.com/players/b/bealbr01.html
2014-15,21,WAS,NBA,SG,10,418,2%,97%,1%,,,+3.7,-3.3,6,14,9,1,22,4,116,4,16,https://www.basketball-reference.com/players/b/bealbr01.html
2016-17,23,WAS,NBA,SG,13,505,,99%,1%,,,+2.9,+18.0,15,5,18,5,22,2,81,7,10,https://www.basketball-reference.com/players/b/bealbr01.html
2017-18,24,WAS,NBA,SG,6,216,2%,90%,8%,,,-10.5,-31.0,8,3,8,3,8,1,39,1,5,https://www.basketball-reference.com/players/b/bealbr01.html
2018-19,22,DEN,NBA,SG,14,281,1%,44%,55%,,,-0.5,-4.8,3,2,11,1,16,2,35,4,3,https://www.basketball-reference.com/players/b/beaslma01.html
2008-09,20,MIA,NBA,PF,7,178,,,,78%,22%,-5.8,-15.1,2,7,9,1,8,0,20,1,7,https://www.basketball-reference.com/players/b/beaslmi01.html
2009-10,21,MIA,NBA,PF,5,135,,,,73%,27%,-8.2,+0.6,5,6,6,1,4,0,6,1,4,https://www.basketball-reference.com/players/b/beaslmi01.html
2013-14,25,MIA,NBA,SF,4,23,,,44%,56%,,+5.6,+3.2,0,0,1,0,2,0,4,1,2,https://www.basketball-reference.com/players/b/beaslmi01.html
2015-16,27,HOU,NBA,PF,5,80,,,4%,88%,9%,-15.3,+6.8,2,2,4,2,3,0,7,1,4,https://www.basketball-reference.com/players/b/beaslmi01.html
2016-17,28,MIL,NBA,PF,4,48,,,6%,94%,,+4.4,+7.1,1,1,4,0,1,1,2,0,4,https://www.basketball-reference.com/players/b/beaslmi01.html
2009-10,21,DAL,NBA,PG,4,31,100%,,,,,+19.0,+22.0,1,1,0,1,2,0,8,1,1,https://www.basketball-reference.com/players/b/beaubro01.html
2011-12,23,DAL,NBA,PG,2,12,100%,,,,,+54.5,+64.7,0,1,0,0,0,0,6,0,0,https://www.basketball-reference.com/players/b/beaubro01.html
2010-11,24,NOH,NBA,SG,6,173,1%,81%,19%,,,-11.8,-7.7,1,1,4,2,2,2,9,0,6,https://www.basketball-reference.com/players/b/belinma01.html
2012-13,26,CHI,NBA,SG,12,325,,95%,5%,,,-13.4,-13.5,6,7,9,2,7,5,73,2,7,https://www.basketball-reference.com/players/b/belinma01.html
2013-14,27,SAS,NBA,SF,23,356,,29%,67%,4%,,-8.9,-28.2,7,3,9,1,6,3,48,1,5,https://www.basketball-reference.com/players/b/belinma01.html
2014-15,28,SAS,NBA,SG,7,116,3%,94%,3%,,,+8.3,+11.4,4,0,1,1,4,0,25,0,0,https://www.basketball-reference.com/players/b/belinma01.html
2017-18,31,PHI,NBA,SG,10,273,,44%,56%,,,+6.2,+7.6,2,2,9,0,8,2,52,3,5,https://www.basketball-reference.com/players/b/belinma01.html
2018-19,32,SAS,NBA,SG,7,131,,70%,30%,,,+2.5,+7.2,0,1,4,0,2,2,17,1,1,https://www.basketball-reference.com/players/b/belinma01.html
2017-18,23,GSW,NBA,C,17,173,,,5%,19%,76%,+9.9,-0.4,1,2,9,0,7,0,36,0,4,https://www.basketball-reference.com/players/b/belljo01.html
2018-19,24,GSW,NBA,C,15,106,,,,7%,94%,-3.7,-7.9,0,0,6,2,5,0,28,0,3,https://www.basketball-reference.com/players/b/belljo01.html
2016-17,24,SAS,NBA,PF,13,112,,,2%,98%,,+9.7,+10.6,6,0,5,0,0,0,9,0,0,https://www.basketball-reference.com/players/b/bertada01.html
2017-18,25,SAS,NBA,PF,5,82,,,,94%,6%,+0.5,+15.0,0,1,3,0,3,1,12,0,1,https://www.basketball-reference.com/players/b/bertada01.html
2018-19,26,SAS,NBA,PF,5,79,,,,100%,,+8.1,+13.1,1,0,9,0,2,0,10,0,0,https://www.basketball-reference.com/players/b/bertada01.html
2012-13,24,HOU,NBA,PG,6,200,90%,10%,,,,+1.5,+22.8,3,1,6,2,3,4,39,1,5,https://www.basketball-reference.com/players/b/beverpa01.html
2013-14,25,HOU,NBA,PG,6,202,100%,,,,,-2.0,-5.9,1,1,6,1,3,3,25,0,4,https://www.basketball-reference.com/players/b/beverpa01.html
2015-16,27,HOU,NBA,PG,5,129,100%,,,,,-14.0,+11.9,1,1,8,0,3,5,24,1,4,https://www.basketball-reference.com/players/b/beverpa01.html
2016-17,28,HOU,NBA,SG,11,325,1%,94%,6%,,,+2.1,+0.9,7,6,14,2,7,2,83,2,6,https://www.basketball-reference.com/players/b/beverpa01.html
2018-19,30,LAC,NBA,PG,6,195,100%,,,,,-13.6,-14.4,4,1,5,2,2,8,69,2,1,https://www.basketball-reference.com/players/b/beverpa01.html
2019-20,31,LAC,NBA,PG,8,166,100%,,,,,+4.7,+1.0,4,2,10,0,0,5,49,0,1,https://www.basketball-reference.com/players/b/beverpa01.html
2006-07,20,GSW,NBA,C,11,267,,,,,100%,+4.7,+6.4,2,4,19,1,15,1,14,3,1,https://www.basketball-reference.com/players/b/biedran01.html
2012-13,26,GSW,NBA,C,3,17,,,,36%,64%,-3.3,-3.8,1,0,6,0,0,0,3,0,0,https://www.basketball-reference.com/players/b/biedran01.html
2018-19,26,ORL,NBA,C,5,92,,,,,100%,-3.3,+19.4,3,3,4,0,5,0,9,3,2,https://www.basketball-reference.com/players/b/birchkh01.html
2019-20,27,ORL,NBA,C,5,89,,,,38%,62%,+6.7,+23.7,2,0,5,2,6,2,16,1,2,https://www.basketball-reference.com/players/b/birchkh01.html
2013-14,21,CHA,NBA,C,3,48,,,,4%,96%,-9.1,+2.2,0,0,2,0,0,0,2,0,0,https://www.basketball-reference.com/players/b/biyombi01.html
2015-16,23,TOR,NBA,C,20,506,,,,1%,100%,-4.1,+2.7,3,5,20,8,26,2,17,6,7,https://www.basketball-reference.com/players/b/biyombi01.html
2017-18,29,MIN,NBA,PF,5,47,,,,100%,,-12.2,-3.4,0,1,3,0,4,0,6,1,1,https://www.basketball-reference.com/players/b/bjeline01.html
2017-18,26,HOU,NBA,C,7,19,,,,14%,87%,-46.6,-49.5,0,1,3,0,0,0,4,0,1,https://www.basketball-reference.com/players/b/blackta01.html
2009-10,20,SAS,NBA,PF,10,91,,,,79%,21%,-11.9,-9.4,1,1,12,0,3,1,11,1,3,https://www.basketball-reference.com/players/b/blairde01.html
2010-11,21,SAS,NBA,PF,4,50,,,,97%,3%,+13.3,+20.6,1,0,4,0,1,2,5,1,6,https://www.basketball-reference.com/players/b/blairde01.html
2011-12,22,SAS,NBA,PF,10,76,,,,78%,22%,-3.9,-12.3,0,0,5,1,3,0,5,0,2,https://www.basketball-reference.com/players/b/blairde01.html
2012-13,23,SAS,NBA,PF,12,76,,,,89%,11%,+35.2,+30.1,0,1,9,0,5,1,15,1,1,https://www.basketball-reference.com/players/b/blairde01.html
2013-14,24,DAL,NBA,PF,6,81,,,,69%,31%,+13.2,+20.9,2,1,6,1,5,0,2,1,2,https://www.basketball-reference.com/players/b/blairde01.html
2004-05,24,WAS,NBA,PG,4,17,100%,,,,,+10.0,+13.1,0,0,0,0,0,,6,0,0,https://www.basketball-reference.com/players/b/blakest01.html
2006-07,26,DEN,NBA,PG,5,180,98%,2%,,,,-0.3,+25.5,8,1,3,1,0,1,50,0,1,https://www.basketball-reference.com/players/b/blakest01.html
2008-09,28,POR,NBA,PG,6,231,100%,,,,,-7.5,-6.5,5,1,3,1,2,0,78,1,1,https://www.basketball-reference.com/players/b/blakest01.html
2010-11,30,LAL,NBA,PG,9,145,100%,,,,,+2.6,+5.3,5,0,2,0,0,3,45,0,0,https://www.basketball-reference.com/players/b/blakest01.html
2011-12,31,LAL,NBA,PG,12,306,100%,,,,,-8.6,-8.4,14,1,12,0,0,2,62,0,2,https://www.basketball-reference.com/players/b/blakest01.html
2012-13,32,LAL,NBA,PG,2,75,100%,,,,,-17.8,+4.5,1,2,4,0,1,0,10,1,2,https://www.basketball-reference.com/players/b/blakest01.html
2013-14,33,GSW,NBA,PG,6,45,100%,,,,,-22.7,-22.3,1,1,0,0,0,0,5,0,0,https://www.basketball-reference.com/players/b/blakest01.html
2014-15,34,POR,NBA,PG,5,43,99%,1%,,,,-24.7,-17.8,2,0,2,0,0,0,20,0,0,https://www.basketball-reference.com/players/b/blakest01.html
2015-16,35,DET,NBA,PG,4,43,100%,,,,,-27.0,-21.8,2,2,3,0,0,0,24,0,0,https://www.basketball-reference.com/players/b/blakest01.html
2006-07,20,WAS,NBA,PF,2,25,,,,56%,44%,-25.0,-17.3,1,0,2,0,1,0,0,1,0,https://www.basketball-reference.com/players/b/blatcan01.html
2007-08,21,WAS,NBA,PF,6,89,,,,49%,51%,-0.1,+6.1,2,2,8,1,4,0,2,0,2,https://www.basketball-reference.com/players/b/blatcan01.html
2012-13,26,BRK,NBA,C,7,138,,,,42%,59%,+5.9,+6.8,2,2,8,0,7,1,19,3,5,https://www.basketball-reference.com/players/b/blatcan01.html
2013-14,27,BRK,NBA,PF,12,172,,,,,100%,+4.4,+8.5,1,6,10,1,9,2,9,0,6,https://www.basketball-reference.com/players/b/blatcan01.html
2011-12,22,LAC,NBA,PG,11,189,57%,44%,,,,+14.5,+30.2,7,3,8,4,4,2,53,1,6,https://www.basketball-reference.com/players/b/bledser01.html
2012-13,23,LAC,NBA,PG,6,97,66%,34%,,,,+8.4,+22.6,1,4,4,0,5,0,41,0,1,https://www.basketball-reference.com/players/b/bledser01.html
2017-18,28,MIL,NBA,PG,7,225,100%,,,,,+5.7,+14.7,6,4,3,3,9,2,64,1,4,https://www.basketball-reference.com/players/b/bledser01.html
2018-19,29,MIL,NBA,PG,15,423,100%,,,,,+10.0,+1.4,20,9,9,3,22,3,160,5,8,https://www.basketball-reference.com/players/b/bledser01.html
2019-20,30,MIL,NBA,PG,9,267,74%,26%,,,,+3.2,+4.3,12,7,7,1,14,5,126,4,7,https://www.basketball-reference.com/players/b/bledser01.html
2007-08,27,ORL,NBA,SG,10,293,,93%,7%,,,+4.3,+5.6,4,1,12,0,6,2,24,3,3,https://www.basketball-reference.com/players/b/boganke01.html
2009-10,29,SAS,NBA,SF,8,55,,1%,80%,19%,,-7.7,-3.8,2,0,5,0,0,3,4,0,1,https://www.basketball-reference.com/players/b/boganke01.html
2010-11,30,CHI,NBA,SG,16,307,,100%,,,,+6.4,+3.0,3,3,10,1,1,6,26,0,2,https://www.basketball-reference.com/players/b/boganke01.html
2012-13,32,BRK,NBA,SG,2,23,,92%,8%,,,-2.7,-4.8,0,1,1,0,0,0,4,0,0,https://www.basketball-reference.com/players/b/boganke01.html
2014-15,25,BRK,NBA,SF,6,206,,,68%,32%,,-7.9,-7.2,3,3,3,1,3,1,26,1,4,https://www.basketball-reference.com/players/b/bogdabo02.html
2016-17,27,WAS,NBA,SF,13,264,,,23%,76%,1%,-12.5,-20.3,6,1,9,1,10,0,21,2,3,https://www.basketball-reference.com/players/b/bogdabo02.html
2017-18,28,IND,NBA,SF,7,238,,,98%,2%,,+6.1,-0.8,5,6,9,0,7,3,30,4,6,https://www.basketball-reference.com/players/b/bogdabo02.html
2018-19,29,IND,NBA,SF,4,148,,,92%,8%,,-11.0,-19.3,2,3,3,1,6,2,27,3,5,https://www.basketball-reference.com/players/b/bogdabo02.html
2005-06,21,MIL,NBA,PF,5,172,,,,58%,42%,-12.0,-0.6,4,1,9,1,2,1,40,0,4,https://www.basketball-reference.com/players/b/bogutan01.html
2012-13,28,GSW,NBA,C,12,327,,,,,100%,+7.1,+15.0,10,3,16,7,6,1,53,1,2,https://www.basketball-reference.com/players/b/bogutan01.html
2014-15,30,GSW,NBA,C,19,440,,,,,100%,+2.5,-10.0,14,7,34,4,4,4,87,1,6,https://www.basketball-reference.com/players/b/bogutan01.html
2015-16,31,GSW,NBA,C,22,365,,,,,100%,+5.9,+1.7,4,6,28,8,0,5,77,0,6,https://www.basketball-reference.com/players/b/bogutan01.html
2018-19,34,GSW,NBA,C,19,179,,,,,100%,-2.4,-7.0,4,1,15,4,3,3,44,1,1,https://www.basketball-reference.com/players/b/bogutan01.html
2019-20,20,DEN,NBA,PF,4,21,,,21%,79%,,+47.6,+51.4,1,0,1,0,4,0,0,0,1,https://www.basketball-reference.com/players/b/bolbo01.html
2018-19,23,PHI,NBA,PF,10,79,,,15%,60%,25%,-16.4,-22.1,3,3,6,3,2,0,7,0,0,https://www.basketball-reference.com/players/b/boldejo01.html
2016-17,23,UTA,NBA,PF,2,9,,,,100%,,+47.1,+52.5,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/b/bolomjo01.html
2006-07,26,SAS,NBA,PF,9,25,,,,99%,2%,-36.8,-42.1,0,1,2,1,1,0,0,0,0,https://www.basketball-reference.com/players/b/bonnema01.html
2007-08,27,SAS,NBA,PF,2,9,,,,,100%,-6.3,-5.7,0,0,0,0,0,0,5,0,0,https://www.basketball-reference.com/players/b/bonnema01.html
2008-09,28,SAS,NBA,PF,5,100,,,,94%,6%,-14.3,-11.9,1,0,4,1,1,1,0,0,0,https://www.basketball-reference.com/players/b/bonnema01.html
2009-10,29,SAS,NBA,PF,10,173,,,,60%,40%,-10.1,-9.3,3,1,10,1,1,2,11,0,0,https://www.basketball-reference.com/players/b/bonnema01.html
2010-11,30,SAS,NBA,PF,6,123,,,,71%,29%,-4.7,-1.9,1,0,4,0,3,1,4,0,0,https://www.basketball-reference.com/players/b/bonnema01.html
2011-12,31,SAS,NBA,PF,13,165,,,,83%,18%,-3.3,-13.9,2,0,12,1,1,0,22,0,1,https://www.basketball-reference.com/players/b/bonnema01.html
2012-13,32,SAS,NBA,PF,20,267,,,,74%,26%,+8.2,+1.1,0,0,18,1,4,0,15,1,2,https://www.basketball-reference.com/players/b/bonnema01.html
2013-14,33,SAS,NBA,PF,22,136,,,,86%,14%,+16.9,+7.7,1,0,5,1,0,1,24,0,1,https://www.basketball-reference.com/players/b/bonnema01.html
2014-15,34,SAS,NBA,PF,7,36,,,,71%,30%,+17.4,+18.7,0,0,1,1,0,0,3,0,0,https://www.basketball-reference.com/players/b/bonnema01.html
2013-14,26,WAS,NBA,PF,9,146,,,,100%,,-4.2,-6.9,0,0,10,1,3,1,19,0,3,https://www.basketball-reference.com/players/b/booketr01.html
2017-18,30,IND,NBA,PF,7,64,,,,99%,1%,+2.7,-4.4,0,0,2,1,4,0,0,1,1,https://www.basketball-reference.com/players/b/booketr01.html
2006-07,22,NJN,NBA,PF,12,118,,,,36%,64%,-12.7,-17.7,0,2,13,0,12,3,7,2,6,https://www.basketball-reference.com/players/b/boonejo01.html
2006-07,22,TOR,NBA,C,6,222,,,,29%,71%,-7.2,-5.6,3,3,14,2,19,2,38,6,1,https://www.basketball-reference.com/players/b/boshch01.html
2007-08,23,TOR,NBA,C,5,199,,,,20%,80%,-10.5,-32.6,5,5,8,2,23,3,44,8,6,https://www.basketball-reference.com/players/b/boshch01.html
2010-11,26,MIA,NBA,PF,21,834,,,,67%,33%,+4.2,+6.0,12,20,32,2,69,1,51,10,18,https://www.basketball-reference.com/players/b/boshch01.html
2011-12,27,MIA,NBA,PF,14,439,,,,5%,95%,+9.8,+2.8,8,6,8,2,23,2,19,7,6,https://www.basketball-reference.com/players/b/boshch01.html
2012-13,28,MIA,NBA,C,23,751,,,,,100%,+5.5,-5.4,11,9,33,4,28,4,78,6,10,https://www.basketball-reference.com/players/b/boshch01.html
2013-14,29,MIA,NBA,C,20,686,,,,,100%,-1.9,-15.4,5,4,23,2,24,6,48,8,4,https://www.basketball-reference.com/players/b/boshch01.html
2018-19,26,TOR,NBA,PF,2,4,,,,100%,,-44.7,-50.6,0,0,0,0,1,0,0,1,1,https://www.basketball-reference.com/players/b/bouchch01.html
2019-20,27,TOR,NBA,C,7,43,,,10%,26%,65%,-4.2,-9.9,1,0,5,0,0,1,3,0,0,https://www.basketball-reference.com/players/b/bouchch01.html
2011-12,21,BOS,NBA,PG,10,248,22%,78%,,,,+15.7,+20.0,4,3,8,0,4,0,17,0,7,https://www.basketball-reference.com/players/b/bradlav01.html
2012-13,22,BOS,NBA,PG,6,191,100%,,,,,-7.3,-2.6,9,1,3,0,1,0,20,0,7,https://www.basketball-reference.com/players/b/bradlav01.html
2014-15,24,BOS,NBA,SG,4,133,24%,62%,14%,,,-7.0,+11.2,2,1,5,0,3,0,7,0,1,https://www.basketball-reference.com/players/b/bradlav01.html
2015-16,25,BOS,NBA,SG,1,33,,91%,9%,,,0.0,+6.7,1,0,0,0,2,0,2,1,1,https://www.basketball-reference.com/players/b/bradlav01.html
2016-17,26,BOS,NBA,SG,18,645,21%,76%,4%,,,-6.4,-14.0,18,11,17,1,11,2,100,3,19,https://www.basketball-reference.com/players/b/bradlav01.html
2017-18,20,UTA,NBA,C,1,2,,,,,100%,+66.7,+68.6,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/b/bradlto01.html
2019-20,22,UTA,NBA,C,6,48,,,,,100%,+20.1,+18.7,0,2,3,1,4,0,2,1,4,https://www.basketball-reference.com/players/b/bradlto01.html
2019-20,23,UTA,NBA,PF,2,13,,,14%,68%,19%,-37.5,-42.9,0,0,2,1,1,0,6,0,1,https://www.basketball-reference.com/players/b/brantja01.html
