Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist., ,2P_% of FGA by Distance,0-3_% of FGA by Distance,3-10_% of FGA by Distance,10-16_% of FGA by Distance,16-3P_% of FGA by Distance,3P_% of FGA by Distance, ,2P_FG% by Distance,0-3_FG% by Distance,3-10_FG% by Distance,10-16_FG% by Distance,16-3P_FG% by Distance,3P_FG% by Distance, ,2P_% of FG Ast'd,3P_% of FG Ast'd, ,%FGA_Dunks,#_Dunks, ,%3PA_Corner 3s,3P%_Corner 3s, ,Att._Heaves,#_Heaves,Player_link
2014-15,26,BOS,NBA,SG,4,118,.364,10.8,,.909,.273,.159,.341,.136,.091,,.350,.333,.286,.467,.167,.500,,.214,1.000,,.000,0,,.250,1.000,,0,0,https://www.basketball-reference.com/players/t/turneev01.html
2015-16,27,BOS,NBA,SG,6,214,.365,11.6,,.835,.306,.082,.271,.176,.165,,.394,.500,.143,.522,.133,.214,,.321,1.000,,.000,0,,.714,.200,,0,0,https://www.basketball-reference.com/players/t/turneev01.html
2016-17,28,POR,NBA,SF,4,124,.364,15.3,,.545,.182,.152,.182,.061,.455,,.389,.333,.400,.500,.000,.333,,.429,.800,,.030,1,,.600,.333,,0,0,https://www.basketball-reference.com/players/t/turneev01.html
2017-18,29,POR,NBA,SF,3,87,.364,10.1,,.788,.364,.121,.242,.061,.212,,.385,.750,.250,.000,.000,.286,,.300,1.000,,.030,1,,.714,.200,,0,0,https://www.basketball-reference.com/players/t/turneev01.html
2018-19,30,POR,NBA,PG,16,245,.326,7.6,,.978,.348,.217,.370,.043,.022,,.311,.438,.100,.353,.000,1.000,,.643,1.000,,.000,0,,1.000,1.000,,0,0,https://www.basketball-reference.com/players/t/turneev01.html
2015-16,19,IND,NBA,C,7,197,.465,10.8,,.972,.268,.268,.056,.380,.028,,.478,.632,.421,.500,.407,.000,,.758,,,.056,4,,.000,,,0,0,https://www.basketball-reference.com/players/t/turnemy01.html
2016-17,20,IND,NBA,C,4,133,.432,10.8,,.864,.341,.182,.045,.295,.136,,.500,.467,.375,1.000,.538,.000,,.895,,,.091,4,,.000,,,0,0,https://www.basketball-reference.com/players/t/turnemy01.html
2017-18,21,IND,NBA,C,7,196,.611,11.5,,.759,.370,.074,.148,.167,.241,,.659,.850,.500,.375,.556,.462,,.778,1.000,,.093,5,,.154,.500,,0,0,https://www.basketball-reference.com/players/t/turnemy01.html
2018-19,22,IND,NBA,C,4,126,.400,16.8,,.600,.257,.029,.000,.314,.400,,.524,.667,.000,,.455,.214,,.909,1.000,,.086,3,,.143,.500,,0,0,https://www.basketball-reference.com/players/t/turnemy01.html
2019-20,23,IND,NBA,C,4,146,.568,11.3,,.682,.409,.136,.068,.068,.318,,.633,.778,.333,.667,.333,.429,,.684,1.000,,.091,4,,.214,1.000,,0,0,https://www.basketball-reference.com/players/t/turnemy01.html
2012-13,25,MIL,NBA,C,4,54,.444,7.9,,1.000,.222,.444,.222,.111,.000,,.444,.500,.500,.500,.000,,,.500,,,.111,1,,,,,0,0,https://www.basketball-reference.com/players/u/udohek01.html
2014-15,27,LAC,NBA,PF,4,12,.333,10.0,,1.000,.333,.000,.667,.000,.000,,.333,1.000,,.000,,,,1.000,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/u/udohek01.html
2017-18,30,UTA,NBA,C,6,21,1.000,0.0,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,.000,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/u/udohek01.html
2018-19,31,UTA,NBA,C,2,6,.000,11.0,,1.000,.000,.000,1.000,.000,.000,,.000,,,.000,,,,,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/u/udohek01.html
2007-08,30,SAS,NBA,PF,16,236,.465,16.4,,.437,.239,.028,.085,.085,.563,,.548,.706,.000,.500,.333,.400,,.529,1.000,,.000,0,,.525,.524,,0,0,https://www.basketball-reference.com/players/u/udokaim01.html
2008-09,31,SAS,NBA,SF,5,104,.350,15.2,,.600,.250,.050,.100,.200,.400,,.500,.400,1.000,.500,.500,.125,,.333,1.000,,.000,0,,.375,.333,,0,0,https://www.basketball-reference.com/players/u/udokaim01.html
2004-05,22,SAS,NBA,PG,21,241,.359,16.1,,.526,.269,.026,.141,.090,.474,,.439,.571,.000,.364,.286,.270,,.389,1.000,,.000,0,,.405,.400,,1,0,https://www.basketball-reference.com/players/u/udrihbe01.html
2005-06,23,SAS,NBA,PG,7,47,.333,10.6,,.800,.267,.267,.167,.100,.200,,.375,.500,.500,.200,.000,.167,,.556,.000,,.000,0,,.333,.000,,0,0,https://www.basketball-reference.com/players/u/udrihbe01.html
2006-07,24,SAS,NBA,PG,8,20,.000,12.7,,.667,.333,.167,.000,.167,.333,,.000,.000,.000,,.000,.000,,,,,.000,0,,.500,.000,,0,0,https://www.basketball-reference.com/players/u/udrihbe01.html
2013-14,31,MEM,NBA,SG,7,115,.467,14.2,,.733,.289,.044,.200,.200,.267,,.515,.538,.500,.667,.333,.333,,.412,1.000,,.000,0,,.500,.333,,0,0,https://www.basketball-reference.com/players/u/udrihbe01.html
2014-15,32,MEM,NBA,PG,10,175,.425,14.5,,.781,.205,.082,.219,.274,.219,,.474,.600,.500,.500,.350,.250,,.296,1.000,,.000,0,,.188,.333,,0,0,https://www.basketball-reference.com/players/u/udrihbe01.html
2013-14,21,TOR,NBA,C,7,200,.633,5.3,,1.000,.429,.408,.143,.020,.000,,.633,.857,.500,.429,.000,,,.710,,,.122,6,,,,,0,0,https://www.basketball-reference.com/players/v/valanjo01.html
2014-15,22,TOR,NBA,C,4,106,.500,4.6,,1.000,.474,.395,.105,.026,.000,,.500,.667,.400,.000,1.000,,,.632,,,.158,4,,,,,0,0,https://www.basketball-reference.com/players/v/valanjo01.html
2015-16,23,TOR,NBA,C,12,321,.567,5.0,,1.000,.550,.225,.167,.058,.000,,.567,.621,.481,.700,.000,,,.603,,,.092,10,,,,,0,0,https://www.basketball-reference.com/players/v/valanjo01.html
2016-17,24,TOR,NBA,C,10,226,.543,5.6,,.988,.358,.457,.123,.049,.012,,.550,.621,.595,.300,.250,.000,,.818,,,.099,6,,.000,,,0,0,https://www.basketball-reference.com/players/v/valanjo01.html
2017-18,25,TOR,NBA,C,10,244,.542,5.0,,.953,.477,.299,.168,.009,.047,,.549,.627,.563,.278,1.000,.400,,.607,1.000,,.056,5,,.200,.000,,0,0,https://www.basketball-reference.com/players/v/valanjo01.html
2016-17,23,CHI,NBA,SG,4,22,.333,20.7,,.333,.167,.000,.000,.167,.667,,.500,1.000,,,.000,.250,,1.000,1.000,,.000,0,,.250,.000,,0,0,https://www.basketball-reference.com/players/v/valende01.html
2016-17,22,TOR,NBA,PG,7,29,.667,14.4,,.444,.333,.111,.000,.000,.556,,1.000,1.000,1.000,,,.400,,.000,1.000,,.000,0,,.600,.333,,0,0,https://www.basketball-reference.com/players/v/vanvlfr01.html
2017-18,23,TOR,NBA,PG,6,114,.333,19.8,,.282,.154,.051,.051,.026,.718,,.455,.500,.000,.500,1.000,.286,,.200,.875,,.000,0,,.214,.333,,0,0,https://www.basketball-reference.com/players/v/vanvlfr01.html
2018-19,24,TOR,NBA,PG,24,592,.392,19.5,,.410,.139,.078,.048,.145,.590,,.397,.565,.308,.000,.417,.388,,.370,.842,,.000,0,,.153,.333,,0,0,https://www.basketball-reference.com/players/v/vanvlfr01.html
2019-20,25,TOR,NBA,SG,11,430,.400,18.4,,.421,.237,.084,.021,.079,.579,,.413,.556,.125,.000,.400,.391,,.212,.767,,.000,0,,.082,.333,,3,1,https://www.basketball-reference.com/players/v/vanvlfr01.html
2018-19,19,DEN,NBA,PF,3,5,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,https://www.basketball-reference.com/players/v/vandeja01.html
2005-06,23,CLE,NBA,C,13,238,.620,2.7,,1.000,.760,.160,.000,.080,.000,,.620,.711,.375,,.250,,,.710,,,.080,4,,,,,0,0,https://www.basketball-reference.com/players/v/varejan01.html
2006-07,24,CLE,NBA,C,20,447,.511,6.7,,.956,.633,.211,.056,.056,.044,,.535,.561,.526,.600,.200,.000,,.652,,,.089,7,,.000,,,4,0,https://www.basketball-reference.com/players/v/varejan01.html
2007-08,25,CLE,NBA,C,13,240,.407,6.5,,1.000,.556,.093,.204,.148,.000,,.407,.467,.200,.364,.375,,,.727,,,.019,1,,,,,0,0,https://www.basketball-reference.com/players/v/varejan01.html
2008-09,26,CLE,NBA,PF,14,420,.500,5.0,,1.000,.622,.171,.073,.134,.000,,.500,.647,.357,.000,.273,,,.780,,,.073,4,,,,,0,0,https://www.basketball-reference.com/players/v/varejan01.html
2009-10,27,CLE,NBA,PF,11,255,.417,4.6,,.979,.646,.167,.104,.063,.021,,.426,.516,.250,.200,.333,.000,,.850,,,.083,3,,.000,,,0,0,https://www.basketball-reference.com/players/v/varejan01.html
2015-16,33,GSW,NBA,C,17,93,.357,7.4,,1.000,.429,.286,.143,.143,.000,,.357,.667,.000,.500,.000,,,.400,,,.071,1,,,,,0,0,https://www.basketball-reference.com/players/v/varejan01.html
2010-11,24,MEM,NBA,PG,13,142,.512,12.2,,.732,.268,.317,.049,.098,.268,,.567,.455,.538,1.000,.750,.364,,.000,.500,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/v/vasqugr01.html
2013-14,27,TOR,NBA,PG,7,190,.422,14.8,,.578,.156,.281,.078,.063,.422,,.459,.700,.444,.200,.250,.370,,.353,.900,,.000,0,,.037,.000,,0,0,https://www.basketball-reference.com/players/v/vasqugr01.html
2014-15,28,TOR,NBA,PG,4,101,.379,15.1,,.517,.069,.414,.000,.034,.483,,.400,1.000,.333,,.000,.357,,.167,.600,,.000,0,,.071,.000,,0,0,https://www.basketball-reference.com/players/v/vasqugr01.html
2016-17,20,MIL,NBA,SG,3,10,.500,19.3,,.500,.000,.250,.000,.250,.500,,.000,,.000,,.000,1.000,,,1.000,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/v/vaughra01.html
2014-15,30,DAL,NBA,PF,5,43,.440,19.4,,.240,.160,.080,.000,.000,.760,,.500,.500,.500,,,.421,,.667,1.000,,.000,0,,.211,.500,,0,0,https://www.basketball-reference.com/players/v/villach01.html
2015-16,31,DAL,NBA,PF,4,20,.250,14.2,,.583,.167,.333,.083,.000,.417,,.286,1.000,.000,.000,,.200,,1.000,1.000,,.083,1,,.000,,,0,0,https://www.basketball-reference.com/players/v/villach01.html
2019-20,23,MIA,NBA,PG,1,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,https://www.basketball-reference.com/players/v/vincega01.html
2015-16,20,POR,NBA,PF,6,12,.000,10.7,,1.000,.000,.667,.000,.333,.000,,.000,,.000,,.000,,,,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/v/vonleno01.html
2016-17,21,POR,NBA,PF,4,100,.444,5.3,,1.000,.667,.056,.056,.222,.000,,.444,.583,.000,1.000,.000,,,.375,,,.444,6,,,,,0,0,https://www.basketball-reference.com/players/v/vonleno01.html
2019-20,24,DEN,NBA,C,1,3,.000,8.0,,1.000,.000,1.000,.000,.000,.000,,.000,,.000,,,,,,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/v/vonleno01.html
2011-12,21,PHI,NBA,C,1,3,.000,19.0,,1.000,.000,.000,.000,1.000,.000,,.000,,,,.000,,,,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/v/vucevni01.html
2018-19,28,ORL,NBA,C,5,147,.362,11.7,,.776,.276,.259,.138,.103,.224,,.400,.500,.333,.500,.167,.231,,.778,1.000,,.121,5,,.000,,,0,0,https://www.basketball-reference.com/players/v/vucevni01.html
2019-20,29,ORL,NBA,C,5,185,.505,16.7,,.604,.135,.162,.090,.216,.396,,.567,.867,.444,.600,.458,.409,,.579,1.000,,.018,2,,.000,,,0,0,https://www.basketball-reference.com/players/v/vucevni01.html
2005-06,21,LAL,NBA,PG,7,129,.423,18.6,,.423,.154,.077,.038,.154,.577,,.182,.500,.000,.000,.000,.600,,1.000,.889,,.000,0,,.200,.333,,0,0,https://www.basketball-reference.com/players/v/vujacsa01.html
2006-07,22,LAL,NBA,SG,4,43,.556,17.9,,.556,.222,.000,.000,.333,.444,,.800,1.000,,,.667,.250,,.250,1.000,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/v/vujacsa01.html
2007-08,23,LAL,NBA,SG,21,456,.399,21.6,,.428,.072,.007,.022,.326,.572,,.407,.600,.000,.333,.378,.392,,.708,.839,,.007,1,,.215,.529,,1,0,https://www.basketball-reference.com/players/v/vujacsa01.html
2008-09,24,LAL,NBA,SG,23,250,.264,19.9,,.440,.110,.022,.055,.253,.560,,.200,.400,.000,.400,.087,.314,,.750,1.000,,.022,2,,.353,.389,,0,0,https://www.basketball-reference.com/players/v/vujacsa01.html
2009-10,25,LAL,NBA,SG,10,76,.435,21.5,,.348,.087,.000,.000,.261,.652,,.500,.000,,,.667,.400,,1.000,1.000,,.000,0,,.400,.167,,0,0,https://www.basketball-reference.com/players/v/vujacsa01.html
2003-04,22,MIA,NBA,PG,13,510,.455,8.4,,.958,.444,.132,.180,.201,.042,,.459,.571,.360,.353,.368,.375,,.241,1.000,,.058,11,,.375,.667,,1,0,https://www.basketball-reference.com/players/w/wadedw01.html
2004-05,23,MIA,NBA,SG,14,571,.484,10.4,,.964,.363,.100,.171,.331,.036,,.498,.598,.536,.458,.398,.100,,.244,1.000,,.082,20,,.000,,,0,0,https://www.basketball-reference.com/players/w/wadedw01.html
2005-06,24,MIA,NBA,SG,23,959,.497,11.2,,.916,.327,.104,.150,.336,.084,,.507,.639,.413,.424,.446,.378,,.210,.643,,.073,32,,.243,.556,,1,0,https://www.basketball-reference.com/players/w/wadedw01.html
2006-07,25,MIA,NBA,SG,4,162,.429,12.2,,.940,.286,.119,.131,.405,.060,,.456,.542,.500,.636,.324,.000,,.056,,,.048,3,,.000,,,1,0,https://www.basketball-reference.com/players/w/wadedw01.html
2008-09,27,MIA,NBA,SG,7,285,.439,15.5,,.677,.232,.077,.116,.252,.323,,.476,.528,.500,.389,.462,.360,,.280,.111,,.058,8,,.060,.333,,2,0,https://www.basketball-reference.com/players/w/wadedw01.html
2009-10,28,MIA,NBA,SG,5,210,.564,13.0,,.664,.355,.091,.100,.118,.336,,.644,.795,.500,.364,.538,.405,,.298,.200,,.091,10,,.027,.000,,0,0,https://www.basketball-reference.com/players/w/wadedw01.html
2010-11,29,MIA,NBA,SG,21,828,.485,10.6,,.861,.327,.223,.147,.164,.139,,.520,.713,.398,.345,.459,.269,,.305,.500,,.080,28,,.077,.750,,2,0,https://www.basketball-reference.com/players/w/wadedw01.html
2011-12,30,MIA,NBA,SG,23,907,.462,10.5,,.920,.310,.188,.190,.232,.080,,.477,.697,.425,.407,.283,.294,,.348,.100,,.075,28,,.059,.500,,0,0,https://www.basketball-reference.com/players/w/wadedw01.html
2012-13,31,MIA,NBA,SG,22,782,.457,9.5,,.987,.330,.200,.187,.270,.013,,.460,.654,.349,.424,.329,.250,,.455,1.000,,.063,19,,.500,.500,,0,0,https://www.basketball-reference.com/players/w/wadedw01.html
2013-14,32,MIA,NBA,SG,20,693,.500,11.2,,.914,.234,.263,.158,.259,.086,,.512,.662,.575,.386,.389,.375,,.315,.333,,.032,9,,.208,.000,,1,0,https://www.basketball-reference.com/players/w/wadedw01.html
2015-16,34,MIA,NBA,SG,14,473,.469,11.7,,.909,.197,.244,.220,.248,.091,,.463,.640,.403,.446,.397,.522,,.187,.250,,.031,7,,.174,.500,,1,0,https://www.basketball-reference.com/players/w/wadedw01.html
2016-17,35,CHI,NBA,SG,6,190,.372,11.7,,.802,.279,.209,.174,.140,.198,,.377,.417,.389,.333,.333,.353,,.269,.667,,.000,0,,.118,.500,,0,0,https://www.basketball-reference.com/players/w/wadedw01.html
2017-18,36,MIA,NBA,SG,5,127,.443,10.7,,.943,.243,.214,.200,.286,.057,,.470,.647,.333,.500,.400,.000,,.323,,,.086,4,,.000,,,0,0,https://www.basketball-reference.com/players/w/wadedw01.html
2008-09,23,HOU,NBA,SG,13,181,.424,14.4,,.761,.207,.130,.141,.283,.239,,.429,.526,.417,.462,.346,.409,,.400,.889,,.065,5,,.136,.667,,0,0,https://www.basketball-reference.com/players/w/wafervo01.html
2010-11,25,BOS,NBA,SG,3,5,.000,14.0,,.500,.500,.000,.000,.000,.500,,.000,.000,,,,.000,,,,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/w/wafervo01.html
2011-12,26,ORL,NBA,SG,1,6,.600,12.0,,1.000,.400,.000,.000,.600,.000,,.600,1.000,,,.333,,,.000,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/w/wafervo01.html
2015-16,24,OKC,NBA,SG,18,491,.417,14.5,,.576,.273,.129,.030,.144,.424,,.447,.472,.294,.250,.579,.375,,.176,.857,,.008,1,,.518,.414,,0,0,https://www.basketball-reference.com/players/w/waitedi01.html
2019-20,28,LAL,NBA,SG,5,38,.333,19.4,,.667,.083,.000,.083,.500,.333,,.500,.000,,.000,.667,.000,,.000,,,.000,0,,.500,.000,,0,0,https://www.basketball-reference.com/players/w/waitedi01.html
2008-09,21,BOS,NBA,SF,4,10,.000,2.5,,1.000,.500,.500,.000,.000,.000,,.000,.000,.000,,,,,,,,.500,0,,,,,0,0,https://www.basketball-reference.com/players/w/walkebi01.html
2010-11,23,NYK,NBA,SG,4,89,.300,14.9,,.633,.300,.167,.067,.100,.367,,.316,.222,.600,.000,.333,.273,,.333,1.000,,.033,0,,.273,.333,,1,0,https://www.basketball-reference.com/players/w/walkebi01.html
2013-14,23,CHA,NBA,PG,4,153,.473,16.4,,.564,.145,.145,.127,.145,.436,,.452,.250,.500,.714,.375,.500,,.071,.583,,.000,0,,.125,.333,,0,0,https://www.basketball-reference.com/players/w/walkeke02.html
2015-16,25,CHO,NBA,PG,7,260,.366,12.8,,.719,.359,.098,.092,.176,.281,,.382,.436,.267,.357,.333,.326,,.048,.429,,.000,0,,.070,.667,,1,0,https://www.basketball-reference.com/players/w/walkeke02.html
2019-20,29,BOS,NBA,PG,17,628,.441,18.6,,.508,.137,.074,.121,.176,.492,,.569,.657,.474,.613,.511,.310,,.230,.564,,.000,0,,.071,.556,,1,0,https://www.basketball-reference.com/players/w/walkeke02.html
2018-19,20,SAS,NBA,SG,6,21,.375,12.9,,.875,.000,.500,.250,.125,.125,,.429,,.500,.500,.000,.000,,.333,,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/w/walkelo01.html
2013-14,23,WAS,NBA,PG,11,420,.366,14.8,,.805,.250,.091,.110,.354,.195,,.402,.585,.333,.333,.310,.219,,.226,.857,,.030,4,,.125,.000,,2,0,https://www.basketball-reference.com/players/w/walljo01.html
2014-15,24,WAS,NBA,PG,7,273,.391,13.2,,.845,.264,.127,.155,.300,.155,,.430,.621,.286,.412,.333,.176,,.175,.333,,.018,2,,.118,.000,,0,0,https://www.basketball-reference.com/players/w/walljo01.html
2016-17,26,WAS,NBA,PG,13,507,.452,12.7,,.783,.349,.096,.132,.206,.217,,.482,.571,.407,.405,.414,.344,,.142,.667,,.025,7,,.066,.500,,3,0,https://www.basketball-reference.com/players/w/walljo01.html
2017-18,27,WAS,NBA,PG,6,234,.441,11.3,,.835,.339,.126,.142,.228,.165,,.491,.605,.188,.444,.517,.190,,.077,.750,,.024,3,,.048,1.000,,1,0,https://www.basketball-reference.com/players/w/walljo01.html
2018-19,24,LAC,NBA,PG,2,11,.250,8.5,,1.000,.250,.250,.500,.000,.000,,.250,1.000,.000,.000,,,,.000,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/w/wallaty01.html
2003-04,23,LAL,NBA,PF,17,134,.345,12.8,,.552,.414,.034,.069,.034,.448,,.313,.417,.000,.000,.000,.385,,.400,1.000,,.000,0,,.308,.000,,0,0,https://www.basketball-reference.com/players/w/waltolu01.html
2005-06,25,LAL,NBA,SF,7,235,.458,9.7,,.867,.325,.205,.241,.096,.133,,.472,.667,.176,.450,.500,.364,,.529,.750,,.012,1,,.545,.333,,0,0,https://www.basketball-reference.com/players/w/waltolu01.html
2006-07,26,LAL,NBA,SF,5,128,.389,12.4,,.667,.333,.167,.111,.056,.333,,.375,.500,.333,.000,.500,.417,,.333,1.000,,.000,0,,.250,.667,,0,0,https://www.basketball-reference.com/players/w/waltolu01.html
2007-08,27,LAL,NBA,SF,21,353,.454,11.5,,.732,.371,.144,.113,.103,.268,,.465,.667,.357,.364,.000,.423,,.606,.909,,.021,2,,.538,.500,,1,0,https://www.basketball-reference.com/players/w/waltolu01.html
2008-09,28,LAL,NBA,SF,21,332,.427,12.4,,.787,.253,.213,.147,.173,.213,,.458,.579,.500,.364,.308,.313,,.556,1.000,,.013,1,,.438,.429,,1,0,https://www.basketball-reference.com/players/w/waltolu01.html
2009-10,29,LAL,NBA,SF,16,96,.304,18.3,,.609,.087,.043,.261,.217,.391,,.357,.000,.000,.500,.400,.222,,.400,1.000,,.000,0,,.778,.286,,1,0,https://www.basketball-reference.com/players/w/waltolu01.html
2010-11,30,LAL,NBA,SF,1,4,.000,23.5,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,.500,.000,,0,0,https://www.basketball-reference.com/players/w/waltolu01.html
2018-19,29,BOS,NBA,PG,4,17,.429,15.0,,.857,.143,.143,.143,.429,.143,,.333,1.000,.000,.000,.333,1.000,,.000,1.000,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/w/wanambr01.html
2019-20,30,BOS,NBA,PG,17,273,.483,15.3,,.550,.183,.217,.100,.050,.450,,.515,.818,.462,.333,.000,.444,,.588,.667,,.000,0,,.148,.250,,0,0,https://www.basketball-reference.com/players/w/wanambr01.html
2019-20,26,IND,NBA,SF,4,156,.471,14.3,,.721,.147,.235,.221,.118,.279,,.510,.700,.625,.400,.250,.368,,.600,.857,,.000,0,,.158,.333,,0,0,https://www.basketball-reference.com/players/w/warretj01.html
2005-06,23,MEM,NBA,PF,3,43,.250,6.6,,.938,.313,.438,.188,.000,.063,,.267,.200,.286,.333,,.000,,.500,,,.125,1,,.000,,,0,0,https://www.basketball-reference.com/players/w/warriha01.html
2009-10,27,CHI,NBA,PF,3,31,.182,12.5,,.909,.273,.000,.182,.455,.091,,.200,.000,,.500,.200,.000,,.500,,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/w/warriha01.html
2019-20,22,BOS,NBA,PG,1,2,.000,24.0,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/w/watertr01.html
2010-11,26,CHI,NBA,PG,16,136,.339,17.1,,.732,.143,.071,.054,.464,.268,,.390,.750,.250,.667,.269,.200,,.125,.333,,.000,0,,.200,.333,,0,0,https://www.basketball-reference.com/players/w/watsocj01.html
2011-12,27,CHI,NBA,PG,6,164,.241,17.3,,.724,.103,.103,.121,.397,.276,,.238,.000,.000,.143,.391,.250,,.300,.500,,.000,0,,.125,.000,,1,0,https://www.basketball-reference.com/players/w/watsocj01.html
2012-13,28,BRK,NBA,PG,7,161,.436,13.0,,.727,.309,.127,.109,.182,.273,,.500,.647,.571,.167,.400,.267,,.250,1.000,,.018,0,,.600,.222,,0,0,https://www.basketball-reference.com/players/w/watsocj01.html
2013-14,29,IND,NBA,PG,19,342,.411,17.0,,.556,.200,.111,.033,.211,.444,,.420,.611,.300,.000,.368,.400,,.286,.875,,.000,0,,.300,.500,,1,0,https://www.basketball-reference.com/players/w/watsocj01.html
2019-20,25,TOR,NBA,SF,2,9,.500,3.0,,1.000,.500,.500,.000,.000,.000,,.500,1.000,.000,,,,,1.000,,,.500,1,,,,,0,0,https://www.basketball-reference.com/players/w/watsopa01.html
2009-10,23,OKC,NBA,SG,1,12,.250,11.0,,.750,.500,.000,.000,.250,.250,,.333,.000,,,1.000,.000,,.000,,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/w/weaveky01.html
2015-16,23,MIA,NBA,PG,2,6,.000,16.0,,1.000,.000,.000,.000,1.000,.000,,.000,,,,.000,,,,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/w/weberbr01.html
2009-10,23,POR,NBA,SF,6,152,.423,15.1,,.673,.269,.038,.096,.269,.327,,.486,.786,.000,.200,.357,.294,,.471,1.000,,.038,2,,.294,.200,,1,0,https://www.basketball-reference.com/players/w/webstma02.html
2013-14,27,WAS,NBA,SF,11,195,.366,19.1,,.366,.195,.024,.000,.146,.634,,.600,.500,.000,,.833,.231,,.667,1.000,,.073,3,,.308,.375,,0,0,https://www.basketball-reference.com/players/w/webstma02.html
2014-15,28,WAS,NBA,SF,1,4,.500,13.5,,.500,.500,.000,.000,.000,.500,,1.000,1.000,,,,.000,,1.000,,,.500,1,,.000,,,0,0,https://www.basketball-reference.com/players/w/webstma02.html
2003-04,23,NOH,NBA,PF,7,111,.536,4.6,,1.000,.536,.286,.143,.036,.000,,.536,.733,.250,.250,1.000,,,.600,,,.071,2,,,,,0,0,https://www.basketball-reference.com/players/w/westda01.html
2007-08,27,NOH,NBA,PF,12,485,.466,10.9,,.991,.183,.237,.288,.283,.009,,.465,.625,.423,.492,.371,.500,,.644,1.000,,.046,9,,.500,.000,,0,0,https://www.basketball-reference.com/players/w/westda01.html
2008-09,28,NOH,NBA,PF,5,178,.400,10.3,,1.000,.300,.138,.238,.325,.000,,.400,.500,.273,.368,.385,,,.625,,,.038,3,,,,,0,0,https://www.basketball-reference.com/players/w/westda01.html
2011-12,31,IND,NBA,PF,11,416,.446,9.5,,1.000,.230,.304,.257,.209,.000,,.446,.706,.444,.342,.290,,,.424,,,.014,2,,,,,0,0,https://www.basketball-reference.com/players/w/westda01.html
2012-13,32,IND,NBA,PF,19,689,.462,9.2,,.988,.253,.329,.181,.225,.012,,.467,.587,.439,.400,.429,.000,,.661,,,.032,7,,.333,.000,,0,0,https://www.basketball-reference.com/players/w/westda01.html
2013-14,33,IND,NBA,PF,19,687,.494,11.9,,.959,.163,.253,.204,.339,.041,,.506,.600,.548,.360,.518,.200,,.647,1.000,,.016,3,,.400,.250,,0,0,https://www.basketball-reference.com/players/w/westda01.html
2015-16,35,SAS,NBA,PF,10,176,.455,10.1,,.891,.309,.273,.109,.200,.109,,.449,.529,.533,.167,.364,.500,,.727,1.000,,.055,2,,.167,.000,,0,0,https://www.basketball-reference.com/players/w/westda01.html
2016-17,36,GSW,NBA,C,17,221,.576,10.2,,.966,.288,.203,.153,.322,.034,,.579,.882,.417,.444,.474,.500,,.879,1.000,,.068,3,,1.000,.500,,0,0,https://www.basketball-reference.com/players/w/westda01.html
2017-18,37,GSW,NBA,C,18,175,.600,8.7,,.956,.422,.156,.111,.267,.044,,.605,.789,.429,.600,.417,.500,,.923,1.000,,.200,9,,.500,1.000,,0,0,https://www.basketball-reference.com/players/w/westda01.html
2004-05,21,BOS,NBA,SG,7,115,.524,18.0,,.476,.095,.143,.095,.143,.524,,.600,.500,.667,.500,.667,.455,,.667,1.000,,.000,0,,.455,.600,,0,0,https://www.basketball-reference.com/players/w/westde01.html
2007-08,24,CLE,NBA,PG,13,453,.400,15.0,,.618,.282,.091,.073,.173,.382,,.382,.516,.200,.500,.211,.429,,.385,.833,,.036,3,,.214,.333,,1,0,https://www.basketball-reference.com/players/w/westde01.html
2008-09,25,CLE,NBA,SG,14,591,.465,13.4,,.771,.248,.102,.185,.236,.229,,.504,.641,.438,.483,.405,.333,,.311,.833,,.019,3,,.472,.235,,0,0,https://www.basketball-reference.com/players/w/westde01.html
2009-10,26,CLE,NBA,SG,11,269,.418,14.7,,.716,.224,.045,.179,.269,.284,,.521,.467,.000,.583,.611,.158,,.280,1.000,,.030,2,,.421,.250,,0,0,https://www.basketball-reference.com/players/w/westde01.html
